pc_time,packet_type,esp_millis,byte_hex,byte_dec,steer,throttle,brake,mode_id,fault_flag,status_text,raw_line
2026-04-23 15:35:56.922,RAWBYTE,14769,01,1,,,,,,,"RAWBYTE,14769,01,1"
2026-04-23 15:35:56.943,RAWBYTE,14789,00,0,,,,,,,"RAWBYTE,14789,00,0"
2026-04-23 15:35:56.964,RAWBYTE,14809,00,0,,,,,,,"RAWBYTE,14809,00,0"
2026-04-23 15:35:56.990,RAWBYTE,14830,00,0,,,,,,,"RAWBYTE,14830,00,0"
2026-04-23 15:35:57.005,RAWBYTE,14851,00,0,,,,,,,"RAWBYTE,14851,00,0"
2026-04-23 15:35:57.025,RAWBYTE,14871,01,1,,,,,,,"RAWBYTE,14871,01,1"
2026-04-23 15:35:57.047,RAWBYTE,14891,00,0,,,,,,,"RAWBYTE,14891,00,0"
2026-04-23 15:35:57.066,RAWBYTE,14912,0a,10,,,,,,,"RAWBYTE,14912,0a,10"
2026-04-23 15:35:57.087,RAWBYTE,14933,00,0,,,,,,,"RAWBYTE,14933,00,0"
2026-04-23 15:35:57.110,RAWBYTE,14953,00,0,,,,,,,"RAWBYTE,14953,00,0"
2026-04-23 15:35:57.127,RAWBYTE,14973,00,0,,,,,,,"RAWBYTE,14973,00,0"
2026-04-23 15:35:57.149,RAWBYTE,14994,01,1,,,,,,,"RAWBYTE,14994,01,1"
2026-04-23 15:35:57.172,RAWBYTE,15014,00,0,,,,,,,"RAWBYTE,15014,00,0"
2026-04-23 15:35:57.189,RAWBYTE,15035,0a,10,,,,,,,"RAWBYTE,15035,0a,10"
2026-04-23 15:35:57.211,RAWBYTE,15055,00,0,,,,,,,"RAWBYTE,15055,00,0"
2026-04-23 15:35:57.230,RAWBYTE,15076,00,0,,,,,,,"RAWBYTE,15076,00,0"
2026-04-23 15:35:57.253,RAWBYTE,15096,00,0,,,,,,,"RAWBYTE,15096,00,0"
2026-04-23 15:35:57.274,RAWBYTE,15117,01,1,,,,,,,"RAWBYTE,15117,01,1"
2026-04-23 15:35:57.295,RAWBYTE,15137,00,0,,,,,,,"RAWBYTE,15137,00,0"
2026-04-23 15:35:57.312,RAWBYTE,15158,0a,10,,,,,,,"RAWBYTE,15158,0a,10"
2026-04-23 15:35:57.333,RAWBYTE,15178,00,0,,,,,,,"RAWBYTE,15178,00,0"
2026-04-23 15:35:57.353,RAWBYTE,15198,00,0,,,,,,,"RAWBYTE,15198,00,0"
2026-04-23 15:35:57.374,RAWBYTE,15219,01,1,,,,,,,"RAWBYTE,15219,01,1"
2026-04-23 15:35:57.393,RAWBYTE,15240,00,0,,,,,,,"RAWBYTE,15240,00,0"
2026-04-23 15:35:57.414,RAWBYTE,15260,0a,10,,,,,,,"RAWBYTE,15260,0a,10"
2026-04-23 15:35:57.434,RAWBYTE,15280,00,0,,,,,,,"RAWBYTE,15280,00,0"
2026-04-23 15:35:57.455,RAWBYTE,15301,00,0,,,,,,,"RAWBYTE,15301,00,0"
2026-04-23 15:35:57.475,RAWBYTE,15321,01,1,,,,,,,"RAWBYTE,15321,01,1"
2026-04-23 15:35:57.495,RAWBYTE,15342,00,0,,,,,,,"RAWBYTE,15342,00,0"
2026-04-23 15:35:57.515,RAWBYTE,15362,0a,10,,,,,,,"RAWBYTE,15362,0a,10"
2026-04-23 15:35:57.535,RAWBYTE,15383,00,0,,,,,,,"RAWBYTE,15383,00,0"
2026-04-23 15:35:57.556,RAWBYTE,15403,00,0,,,,,,,"RAWBYTE,15403,00,0"
2026-04-23 15:35:57.576,RAWBYTE,15423,00,0,,,,,,,"RAWBYTE,15423,00,0"
2026-04-23 15:35:57.598,RAWBYTE,15444,01,1,,,,,,,"RAWBYTE,15444,01,1"
2026-04-23 15:35:57.619,RAWBYTE,15465,00,0,,,,,,,"RAWBYTE,15465,00,0"
2026-04-23 15:35:57.639,RAWBYTE,15485,00,0,,,,,,,"RAWBYTE,15485,00,0"
2026-04-23 15:35:57.659,RAWBYTE,15505,00,0,,,,,,,"RAWBYTE,15505,00,0"
2026-04-23 15:35:57.680,RAWBYTE,15526,00,0,,,,,,,"RAWBYTE,15526,00,0"
2026-04-23 15:35:57.699,RAWBYTE,15546,01,1,,,,,,,"RAWBYTE,15546,01,1"
2026-04-23 15:35:57.722,RAWBYTE,15567,00,0,,,,,,,"RAWBYTE,15567,00,0"
2026-04-23 15:35:57.741,RAWBYTE,15587,0a,10,,,,,,,"RAWBYTE,15587,0a,10"
2026-04-23 15:35:57.767,RAWBYTE,15608,00,0,,,,,,,"RAWBYTE,15608,00,0"
2026-04-23 15:35:57.791,RAWBYTE,15628,00,0,,,,,,,"RAWBYTE,15628,00,0"
2026-04-23 15:35:57.803,RAWBYTE,15649,02,2,,,,,,,"RAWBYTE,15649,02,2"
2026-04-23 15:35:57.827,RAWBYTE,15669,00,0,,,,,,,"RAWBYTE,15669,00,0"
2026-04-23 15:35:57.843,RAWBYTE,15689,00,0,,,,,,,"RAWBYTE,15689,00,0"
2026-04-23 15:35:57.864,RAWBYTE,15710,00,0,,,,,,,"RAWBYTE,15710,00,0"
2026-04-23 15:35:57.885,RAWBYTE,15730,00,0,,,,,,,"RAWBYTE,15730,00,0"
2026-04-23 15:35:57.906,RAWBYTE,15751,02,2,,,,,,,"RAWBYTE,15751,02,2"
2026-04-23 15:35:57.928,RAWBYTE,15771,00,0,,,,,,,"RAWBYTE,15771,00,0"
2026-04-23 15:35:57.946,RAWBYTE,15792,0a,10,,,,,,,"RAWBYTE,15792,0a,10"
2026-04-23 15:35:57.968,RAWBYTE,15812,00,0,,,,,,,"RAWBYTE,15812,00,0"
2026-04-23 15:35:57.994,RAWBYTE,15833,00,0,,,,,,,"RAWBYTE,15833,00,0"
2026-04-23 15:35:58.007,RAWBYTE,15853,02,2,,,,,,,"RAWBYTE,15853,02,2"
2026-04-23 15:35:58.029,RAWBYTE,15874,00,0,,,,,,,"RAWBYTE,15874,00,0"
2026-04-23 15:35:58.049,RAWBYTE,15894,0a,10,,,,,,,"RAWBYTE,15894,0a,10"
2026-04-23 15:35:58.069,RAWBYTE,15914,00,0,,,,,,,"RAWBYTE,15914,00,0"
2026-04-23 15:35:58.093,RAWBYTE,15935,00,0,,,,,,,"RAWBYTE,15935,00,0"
2026-04-23 15:35:58.110,RAWBYTE,15955,02,2,,,,,,,"RAWBYTE,15955,02,2"
2026-04-23 15:35:58.131,RAWBYTE,15976,00,0,,,,,,,"RAWBYTE,15976,00,0"
2026-04-23 15:35:58.150,RAWBYTE,15996,0a,10,,,,,,,"RAWBYTE,15996,0a,10"
2026-04-23 15:35:58.171,RAWBYTE,16017,00,0,,,,,,,"RAWBYTE,16017,00,0"
2026-04-23 15:35:58.195,RAWBYTE,16037,00,0,,,,,,,"RAWBYTE,16037,00,0"
2026-04-23 15:35:58.212,RAWBYTE,16058,00,0,,,,,,,"RAWBYTE,16058,00,0"
2026-04-23 15:35:58.242,RAWBYTE,16078,00,0,,,,,,,"RAWBYTE,16078,00,0"
2026-04-23 15:35:58.253,RAWBYTE,16099,02,2,,,,,,,"RAWBYTE,16099,02,2"
2026-04-23 15:35:58.273,RAWBYTE,16119,00,0,,,,,,,"RAWBYTE,16119,00,0"
2026-04-23 15:35:58.294,RAWBYTE,16140,00,0,,,,,,,"RAWBYTE,16140,00,0"
2026-04-23 15:35:58.314,RAWBYTE,16160,00,0,,,,,,,"RAWBYTE,16160,00,0"
2026-04-23 15:35:58.335,RAWBYTE,16181,00,0,,,,,,,"RAWBYTE,16181,00,0"
2026-04-23 15:35:58.355,RAWBYTE,16201,02,2,,,,,,,"RAWBYTE,16201,02,2"
2026-04-23 15:35:58.376,RAWBYTE,16222,0a,10,,,,,,,"RAWBYTE,16222,0a,10"
2026-04-23 15:35:58.397,RAWBYTE,16242,00,0,,,,,,,"RAWBYTE,16242,00,0"
2026-04-23 15:35:58.417,RAWBYTE,16263,00,0,,,,,,,"RAWBYTE,16263,00,0"
2026-04-23 15:35:58.438,RAWBYTE,16284,00,0,,,,,,,"RAWBYTE,16284,00,0"
2026-04-23 15:35:58.458,RAWBYTE,16304,02,2,,,,,,,"RAWBYTE,16304,02,2"
2026-04-23 15:35:58.478,RAWBYTE,16324,00,0,,,,,,,"RAWBYTE,16324,00,0"
2026-04-23 15:35:58.499,RAWBYTE,16345,00,0,,,,,,,"RAWBYTE,16345,00,0"
2026-04-23 15:35:58.520,RAWBYTE,16365,00,0,,,,,,,"RAWBYTE,16365,00,0"
2026-04-23 15:35:58.539,RAWBYTE,16386,02,2,,,,,,,"RAWBYTE,16386,02,2"
2026-04-23 15:35:58.559,RAWBYTE,16406,00,0,,,,,,,"RAWBYTE,16406,00,0"
2026-04-23 15:35:58.581,RAWBYTE,16427,0a,10,,,,,,,"RAWBYTE,16427,0a,10"
2026-04-23 15:35:58.601,RAWBYTE,16447,00,0,,,,,,,"RAWBYTE,16447,00,0"
2026-04-23 15:35:58.622,RAWBYTE,16468,00,0,,,,,,,"RAWBYTE,16468,00,0"
2026-04-23 15:35:58.643,RAWBYTE,16488,02,2,,,,,,,"RAWBYTE,16488,02,2"
2026-04-23 15:35:58.663,RAWBYTE,16509,00,0,,,,,,,"RAWBYTE,16509,00,0"
2026-04-23 15:35:58.683,RAWBYTE,16529,00,0,,,,,,,"RAWBYTE,16529,00,0"
2026-04-23 15:35:58.703,RAWBYTE,16550,00,0,,,,,,,"RAWBYTE,16550,00,0"
2026-04-23 15:35:58.724,RAWBYTE,16570,02,2,,,,,,,"RAWBYTE,16570,02,2"
2026-04-23 15:35:58.744,RAWBYTE,16591,00,0,,,,,,,"RAWBYTE,16591,00,0"
2026-04-23 15:35:58.764,RAWBYTE,16611,0a,10,,,,,,,"RAWBYTE,16611,0a,10"
2026-04-23 15:35:58.785,RAWBYTE,16632,00,0,,,,,,,"RAWBYTE,16632,00,0"
2026-04-23 15:35:58.811,RAWBYTE,16652,00,0,,,,,,,"RAWBYTE,16652,00,0"
2026-04-23 15:35:58.826,RAWBYTE,16673,00,0,,,,,,,"RAWBYTE,16673,00,0"
2026-04-23 15:35:58.846,RAWBYTE,16693,02,2,,,,,,,"RAWBYTE,16693,02,2"
2026-04-23 15:35:58.867,RAWBYTE,16714,00,0,,,,,,,"RAWBYTE,16714,00,0"
2026-04-23 15:35:58.888,RAWBYTE,16734,00,0,,,,,,,"RAWBYTE,16734,00,0"
2026-04-23 15:35:58.908,RAWBYTE,16755,00,0,,,,,,,"RAWBYTE,16755,00,0"
2026-04-23 15:35:58.928,RAWBYTE,16775,00,0,,,,,,,"RAWBYTE,16775,00,0"
2026-04-23 15:35:58.949,RAWBYTE,16796,02,2,,,,,,,"RAWBYTE,16796,02,2"
2026-04-23 15:35:58.972,RAWBYTE,16816,0a,10,,,,,,,"RAWBYTE,16816,0a,10"
2026-04-23 15:35:58.990,RAWBYTE,16836,00,0,,,,,,,"RAWBYTE,16836,00,0"
2026-04-23 15:35:59.011,RAWBYTE,16857,00,0,,,,,,,"RAWBYTE,16857,00,0"
2026-04-23 15:35:59.031,RAWBYTE,16878,00,0,,,,,,,"RAWBYTE,16878,00,0"
2026-04-23 15:35:59.052,RAWBYTE,16898,02,2,,,,,,,"RAWBYTE,16898,02,2"
2026-04-23 15:35:59.072,RAWBYTE,16918,00,0,,,,,,,"RAWBYTE,16918,00,0"
2026-04-23 15:35:59.093,RAWBYTE,16939,00,0,,,,,,,"RAWBYTE,16939,00,0"
2026-04-23 15:35:59.114,RAWBYTE,16959,00,0,,,,,,,"RAWBYTE,16959,00,0"
2026-04-23 15:35:59.134,RAWBYTE,16980,00,0,,,,,,,"RAWBYTE,16980,00,0"
2026-04-23 15:35:59.154,RAWBYTE,17000,02,2,,,,,,,"RAWBYTE,17000,02,2"
2026-04-23 15:35:59.174,RAWBYTE,17021,00,0,,,,,,,"RAWBYTE,17021,00,0"
2026-04-23 15:35:59.194,RAWBYTE,17041,0a,10,,,,,,,"RAWBYTE,17041,0a,10"
2026-04-23 15:35:59.216,RAWBYTE,17062,00,0,,,,,,,"RAWBYTE,17062,00,0"
2026-04-23 15:35:59.237,RAWBYTE,17082,02,2,,,,,,,"RAWBYTE,17082,02,2"
2026-04-23 15:35:59.257,RAWBYTE,17103,00,0,,,,,,,"RAWBYTE,17103,00,0"
2026-04-23 15:35:59.277,RAWBYTE,17123,0a,10,,,,,,,"RAWBYTE,17123,0a,10"
2026-04-23 15:35:59.298,RAWBYTE,17144,00,0,,,,,,,"RAWBYTE,17144,00,0"
2026-04-23 15:35:59.319,RAWBYTE,17164,00,0,,,,,,,"RAWBYTE,17164,00,0"
2026-04-23 15:35:59.340,RAWBYTE,17185,02,2,,,,,,,"RAWBYTE,17185,02,2"
2026-04-23 15:35:59.359,RAWBYTE,17205,00,0,,,,,,,"RAWBYTE,17205,00,0"
2026-04-23 15:35:59.380,RAWBYTE,17226,0a,10,,,,,,,"RAWBYTE,17226,0a,10"
2026-04-23 15:35:59.400,RAWBYTE,17246,00,0,,,,,,,"RAWBYTE,17246,00,0"
2026-04-23 15:35:59.423,RAWBYTE,17267,00,0,,,,,,,"RAWBYTE,17267,00,0"
2026-04-23 15:35:59.441,RAWBYTE,17287,02,2,,,,,,,"RAWBYTE,17287,02,2"
2026-04-23 15:35:59.462,RAWBYTE,17308,00,0,,,,,,,"RAWBYTE,17308,00,0"
2026-04-23 15:35:59.482,RAWBYTE,17328,00,0,,,,,,,"RAWBYTE,17328,00,0"
2026-04-23 15:35:59.502,RAWBYTE,17348,00,0,,,,,,,"RAWBYTE,17348,00,0"
2026-04-23 15:35:59.525,RAWBYTE,17369,00,0,,,,,,,"RAWBYTE,17369,00,0"
2026-04-23 15:35:59.543,RAWBYTE,17390,00,0,,,,,,,"RAWBYTE,17390,00,0"
2026-04-23 15:35:59.564,RAWBYTE,17410,02,2,,,,,,,"RAWBYTE,17410,02,2"
2026-04-23 15:35:59.587,RAWBYTE,17430,00,0,,,,,,,"RAWBYTE,17430,00,0"
2026-04-23 15:35:59.605,RAWBYTE,17451,00,0,,,,,,,"RAWBYTE,17451,00,0"
2026-04-23 15:35:59.626,RAWBYTE,17471,00,0,,,,,,,"RAWBYTE,17471,00,0"
2026-04-23 15:35:59.646,RAWBYTE,17492,00,0,,,,,,,"RAWBYTE,17492,00,0"
2026-04-23 15:35:59.666,RAWBYTE,17512,00,0,,,,,,,"RAWBYTE,17512,00,0"
2026-04-23 15:35:59.687,RAWBYTE,17533,00,0,,,,,,,"RAWBYTE,17533,00,0"
2026-04-23 15:35:59.711,RAWBYTE,17553,00,0,,,,,,,"RAWBYTE,17553,00,0"
2026-04-23 15:35:59.728,RAWBYTE,17574,00,0,,,,,,,"RAWBYTE,17574,00,0"
2026-04-23 15:35:59.749,RAWBYTE,17595,00,0,,,,,,,"RAWBYTE,17595,00,0"
2026-04-23 15:35:59.769,RAWBYTE,17615,02,2,,,,,,,"RAWBYTE,17615,02,2"
2026-04-23 15:35:59.789,RAWBYTE,17635,0a,10,,,,,,,"RAWBYTE,17635,0a,10"
2026-04-23 15:35:59.812,RAWBYTE,17656,00,0,,,,,,,"RAWBYTE,17656,00,0"
2026-04-23 15:35:59.831,RAWBYTE,17676,00,0,,,,,,,"RAWBYTE,17676,00,0"
2026-04-23 15:35:59.851,RAWBYTE,17697,00,0,,,,,,,"RAWBYTE,17697,00,0"
2026-04-23 15:35:59.871,RAWBYTE,17717,00,0,,,,,,,"RAWBYTE,17717,00,0"
2026-04-23 15:35:59.892,RAWBYTE,17738,0a,10,,,,,,,"RAWBYTE,17738,0a,10"
2026-04-23 15:35:59.913,RAWBYTE,17759,00,0,,,,,,,"RAWBYTE,17759,00,0"
2026-04-23 15:35:59.933,RAWBYTE,17779,00,0,,,,,,,"RAWBYTE,17779,00,0"
2026-04-23 15:35:59.955,RAWBYTE,17800,02,2,,,,,,,"RAWBYTE,17800,02,2"
2026-04-23 15:35:59.980,RAWBYTE,17820,00,0,,,,,,,"RAWBYTE,17820,00,0"
2026-04-23 15:35:59.995,RAWBYTE,17841,0a,10,,,,,,,"RAWBYTE,17841,0a,10"
2026-04-23 15:36:00.014,RAWBYTE,17861,00,0,,,,,,,"RAWBYTE,17861,00,0"
2026-04-23 15:36:00.037,RAWBYTE,17882,00,0,,,,,,,"RAWBYTE,17882,00,0"
2026-04-23 15:36:00.056,RAWBYTE,17902,02,2,,,,,,,"RAWBYTE,17902,02,2"
