pc_time,packet_type,esp_millis,steer,throttle,brake,mode_id,fault_flag,status_text,raw_line
2026-04-23 16:30:04.567,UNKNOWN,,,,,,,,"RAWBYTE,8374,0b,11"
2026-04-23 16:30:04.587,UNKNOWN,,,,,,,,"RAWBYTE,8394,16,22"
2026-04-23 16:30:04.608,UNKNOWN,,,,,,,,"RAWBYTE,8415,21,33"
2026-04-23 16:30:04.628,UNKNOWN,,,,,,,,"RAWBYTE,8435,2c,44"
2026-04-23 16:30:04.650,UNKNOWN,,,,,,,,"RAWBYTE,8456,0a,10"
2026-04-23 16:30:04.671,UNKNOWN,,,,,,,,"RAWBYTE,8476,02,2"
2026-04-23 16:30:04.691,UNKNOWN,,,,,,,,"RAWBYTE,8497,01,1"
2026-04-23 16:30:04.712,UNKNOWN,,,,,,,,"RAWBYTE,8517,0b,11"
2026-04-23 16:30:04.733,UNKNOWN,,,,,,,,"RAWBYTE,8537,16,22"
2026-04-23 16:30:04.752,UNKNOWN,,,,,,,,"RAWBYTE,8558,21,33"
2026-04-23 16:30:04.773,UNKNOWN,,,,,,,,"RAWBYTE,8579,2c,44"
2026-04-23 16:30:04.793,UNKNOWN,,,,,,,,"RAWBYTE,8599,0a,10"
2026-04-23 16:30:04.840,UNKNOWN,,,,,,,,"RAWBYTE,8619,02,2"
2026-04-23 16:30:04.840,UNKNOWN,,,,,,,,"RAWBYTE,8640,01,1"
2026-04-23 16:30:04.855,UNKNOWN,,,,,,,,"RAWBYTE,8660,0b,11"
2026-04-23 16:30:04.908,UNKNOWN,,,,,,,,"RAWBYTE,8681,16,22"
2026-04-23 16:30:04.909,UNKNOWN,,,,,,,,"RAWBYTE,8701,21,33"
2026-04-23 16:30:04.916,UNKNOWN,,,,,,,,"RAWBYTE,8722,2c,44"
2026-04-23 16:30:04.937,UNKNOWN,,,,,,,,"RAWBYTE,8742,0a,10"
2026-04-23 16:30:04.957,UNKNOWN,,,,,,,,"RAWBYTE,8762,02,2"
2026-04-23 16:30:04.977,UNKNOWN,,,,,,,,"RAWBYTE,8783,01,1"
2026-04-23 16:30:04.998,UNKNOWN,,,,,,,,"RAWBYTE,8803,0b,11"
2026-04-23 16:30:05.018,UNKNOWN,,,,,,,,"RAWBYTE,8824,16,22"
2026-04-23 16:30:05.039,UNKNOWN,,,,,,,,"RAWBYTE,8844,21,33"
2026-04-23 16:30:05.060,UNKNOWN,,,,,,,,"RAWBYTE,8865,2c,44"
2026-04-23 16:30:05.081,UNKNOWN,,,,,,,,"RAWBYTE,8885,0a,10"
2026-04-23 16:30:05.101,UNKNOWN,,,,,,,,"RAWBYTE,8906,02,2"
2026-04-23 16:30:05.121,UNKNOWN,,,,,,,,"RAWBYTE,8926,01,1"
2026-04-23 16:30:05.141,UNKNOWN,,,,,,,,"RAWBYTE,8947,0b,11"
2026-04-23 16:30:05.162,UNKNOWN,,,,,,,,"RAWBYTE,8967,16,22"
2026-04-23 16:30:05.182,UNKNOWN,,,,,,,,"RAWBYTE,8988,21,33"
2026-04-23 16:30:05.202,UNKNOWN,,,,,,,,"RAWBYTE,9008,2c,44"
2026-04-23 16:30:05.223,UNKNOWN,,,,,,,,"RAWBYTE,9028,0a,10"
2026-04-23 16:30:05.244,UNKNOWN,,,,,,,,"RAWBYTE,9049,02,2"
2026-04-23 16:30:05.264,UNKNOWN,,,,,,,,"RAWBYTE,9069,01,1"
2026-04-23 16:30:05.285,UNKNOWN,,,,,,,,"RAWBYTE,9090,0b,11"
2026-04-23 16:30:05.305,UNKNOWN,,,,,,,,"RAWBYTE,9110,16,22"
2026-04-23 16:30:05.325,UNKNOWN,,,,,,,,"RAWBYTE,9131,21,33"
2026-04-23 16:30:05.346,UNKNOWN,,,,,,,,"RAWBYTE,9151,2c,44"
2026-04-23 16:30:05.366,UNKNOWN,,,,,,,,"RAWBYTE,9172,0a,10"
2026-04-23 16:30:05.387,UNKNOWN,,,,,,,,"RAWBYTE,9192,02,2"
2026-04-23 16:30:05.406,UNKNOWN,,,,,,,,"RAWBYTE,9213,01,1"
2026-04-23 16:30:05.428,UNKNOWN,,,,,,,,"RAWBYTE,9233,0b,11"
2026-04-23 16:30:05.448,UNKNOWN,,,,,,,,"RAWBYTE,9254,16,22"
2026-04-23 16:30:05.469,UNKNOWN,,,,,,,,"RAWBYTE,9274,21,33"
2026-04-23 16:30:05.490,UNKNOWN,,,,,,,,"RAWBYTE,9295,2c,44"
2026-04-23 16:30:05.510,UNKNOWN,,,,,,,,"RAWBYTE,9315,0a,10"
2026-04-23 16:30:05.530,UNKNOWN,,,,,,,,"RAWBYTE,9335,02,2"
2026-04-23 16:30:05.550,UNKNOWN,,,,,,,,"RAWBYTE,9356,01,1"
2026-04-23 16:30:05.571,UNKNOWN,,,,,,,,"RAWBYTE,9376,0b,11"
2026-04-23 16:30:05.592,UNKNOWN,,,,,,,,"RAWBYTE,9397,16,22"
2026-04-23 16:30:05.612,UNKNOWN,,,,,,,,"RAWBYTE,9417,21,33"
2026-04-23 16:30:05.633,UNKNOWN,,,,,,,,"RAWBYTE,9438,2c,44"
2026-04-23 16:30:05.653,UNKNOWN,,,,,,,,"RAWBYTE,9458,0a,10"
2026-04-23 16:30:05.672,UNKNOWN,,,,,,,,"RAWBYTE,9478,02,2"
2026-04-23 16:30:05.693,UNKNOWN,,,,,,,,"RAWBYTE,9498,01,1"
2026-04-23 16:30:05.714,UNKNOWN,,,,,,,,"RAWBYTE,9519,0b,11"
2026-04-23 16:30:05.734,UNKNOWN,,,,,,,,"RAWBYTE,9539,16,22"
2026-04-23 16:30:05.754,UNKNOWN,,,,,,,,"RAWBYTE,9560,21,33"
2026-04-23 16:30:05.775,UNKNOWN,,,,,,,,"RAWBYTE,9580,2c,44"
2026-04-23 16:30:05.805,UNKNOWN,,,,,,,,"RAWBYTE,9601,0a,10"
2026-04-23 16:30:05.816,UNKNOWN,,,,,,,,"RAWBYTE,9621,02,2"
2026-04-23 16:30:05.836,UNKNOWN,,,,,,,,"RAWBYTE,9641,01,1"
2026-04-23 16:30:05.863,UNKNOWN,,,,,,,,"RAWBYTE,9662,0b,11"
2026-04-23 16:30:05.877,UNKNOWN,,,,,,,,"RAWBYTE,9682,16,22"
2026-04-23 16:30:05.898,UNKNOWN,,,,,,,,"RAWBYTE,9703,21,33"
2026-04-23 16:30:05.918,UNKNOWN,,,,,,,,"RAWBYTE,9723,2c,44"
2026-04-23 16:30:05.939,UNKNOWN,,,,,,,,"RAWBYTE,9744,0a,10"
2026-04-23 16:30:05.958,UNKNOWN,,,,,,,,"RAWBYTE,9764,02,2"
2026-04-23 16:30:05.984,UNKNOWN,,,,,,,,"RAWBYTE,9785,01,1"
2026-04-23 16:30:06.000,UNKNOWN,,,,,,,,"RAWBYTE,9805,0b,11"
2026-04-23 16:30:06.023,UNKNOWN,,,,,,,,"RAWBYTE,9826,16,22"
2026-04-23 16:30:06.041,UNKNOWN,,,,,,,,"RAWBYTE,9846,21,33"
2026-04-23 16:30:06.061,UNKNOWN,,,,,,,,"RAWBYTE,9867,2c,44"
2026-04-23 16:30:06.081,UNKNOWN,,,,,,,,"RAWBYTE,9887,0a,10"
2026-04-23 16:30:06.114,UNKNOWN,,,,,,,,"RAWBYTE,9907,02,2"
2026-04-23 16:30:06.121,UNKNOWN,,,,,,,,"RAWBYTE,9927,01,1"
2026-04-23 16:30:06.142,UNKNOWN,,,,,,,,"RAWBYTE,9947,0b,11"
2026-04-23 16:30:06.162,UNKNOWN,,,,,,,,"RAWBYTE,9968,16,22"
2026-04-23 16:30:06.184,UNKNOWN,,,,,,,,"RAWBYTE,9988,21,33"
2026-04-23 16:30:06.203,UNKNOWN,,,,,,,,"RAWBYTE,10009,2c,44"
2026-04-23 16:30:06.223,UNKNOWN,,,,,,,,"RAWBYTE,10029,0a,10"
2026-04-23 16:30:06.246,UNKNOWN,,,,,,,,"RAWBYTE,10050,02,2"
2026-04-23 16:30:06.263,UNKNOWN,,,,,,,,"RAWBYTE,10070,01,1"
2026-04-23 16:30:06.284,UNKNOWN,,,,,,,,"RAWBYTE,10091,0b,11"
2026-04-23 16:30:06.306,UNKNOWN,,,,,,,,"RAWBYTE,10112,16,22"
2026-04-23 16:30:06.334,UNKNOWN,,,,,,,,"RAWBYTE,10132,21,33"
2026-04-23 16:30:06.347,UNKNOWN,,,,,,,,"RAWBYTE,10153,2c,44"
2026-04-23 16:30:06.368,UNKNOWN,,,,,,,,"RAWBYTE,10173,0a,10"
2026-04-23 16:30:06.388,UNKNOWN,,,,,,,,"RAWBYTE,10193,02,2"
2026-04-23 16:30:06.409,UNKNOWN,,,,,,,,"RAWBYTE,10214,01,1"
2026-04-23 16:30:06.429,UNKNOWN,,,,,,,,"RAWBYTE,10235,0b,11"
2026-04-23 16:30:06.450,UNKNOWN,,,,,,,,"RAWBYTE,10255,16,22"
2026-04-23 16:30:06.472,UNKNOWN,,,,,,,,"RAWBYTE,10275,21,33"
2026-04-23 16:30:06.491,UNKNOWN,,,,,,,,"RAWBYTE,10296,2c,44"
2026-04-23 16:30:06.512,UNKNOWN,,,,,,,,"RAWBYTE,10316,0a,10"
2026-04-23 16:30:06.532,UNKNOWN,,,,,,,,"RAWBYTE,10337,02,2"
2026-04-23 16:30:06.553,UNKNOWN,,,,,,,,"RAWBYTE,10357,01,1"
2026-04-23 16:30:06.573,UNKNOWN,,,,,,,,"RAWBYTE,10378,0b,11"
2026-04-23 16:30:06.593,UNKNOWN,,,,,,,,"RAWBYTE,10398,16,22"
2026-04-23 16:30:06.614,UNKNOWN,,,,,,,,"RAWBYTE,10419,21,33"
2026-04-23 16:30:06.634,UNKNOWN,,,,,,,,"RAWBYTE,10439,2c,44"
2026-04-23 16:30:06.655,UNKNOWN,,,,,,,,"RAWBYTE,10460,0a,10"
2026-04-23 16:30:06.675,UNKNOWN,,,,,,,,"RAWBYTE,10480,02,2"
2026-04-23 16:30:06.695,UNKNOWN,,,,,,,,"RAWBYTE,10500,01,1"
2026-04-23 16:30:06.716,UNKNOWN,,,,,,,,"RAWBYTE,10521,0b,11"
2026-04-23 16:30:06.736,UNKNOWN,,,,,,,,"RAWBYTE,10542,16,22"
2026-04-23 16:30:06.757,UNKNOWN,,,,,,,,"RAWBYTE,10562,21,33"
2026-04-23 16:30:06.777,UNKNOWN,,,,,,,,"RAWBYTE,10582,2c,44"
2026-04-23 16:30:06.798,UNKNOWN,,,,,,,,"RAWBYTE,10603,0a,10"
2026-04-23 16:30:06.818,UNKNOWN,,,,,,,,"RAWBYTE,10623,02,2"
2026-04-23 16:30:06.839,UNKNOWN,,,,,,,,"RAWBYTE,10644,01,1"
2026-04-23 16:30:06.859,UNKNOWN,,,,,,,,"RAWBYTE,10664,0b,11"
2026-04-23 16:30:06.881,UNKNOWN,,,,,,,,"RAWBYTE,10685,16,22"
2026-04-23 16:30:06.900,UNKNOWN,,,,,,,,"RAWBYTE,10705,21,33"
2026-04-23 16:30:06.921,UNKNOWN,,,,,,,,"RAWBYTE,10726,2c,44"
2026-04-23 16:30:06.942,UNKNOWN,,,,,,,,"RAWBYTE,10746,0a,10"
2026-04-23 16:30:06.961,UNKNOWN,,,,,,,,"RAWBYTE,10767,02,2"
2026-04-23 16:30:06.982,UNKNOWN,,,,,,,,"RAWBYTE,10787,01,1"
2026-04-23 16:30:07.003,UNKNOWN,,,,,,,,"RAWBYTE,10807,0b,11"
2026-04-23 16:30:07.023,UNKNOWN,,,,,,,,"RAWBYTE,10828,16,22"
2026-04-23 16:30:07.043,UNKNOWN,,,,,,,,"RAWBYTE,10849,21,33"
2026-04-23 16:30:07.064,UNKNOWN,,,,,,,,"RAWBYTE,10869,2c,44"
2026-04-23 16:30:07.084,UNKNOWN,,,,,,,,"RAWBYTE,10889,0a,10"
2026-04-23 16:30:07.105,UNKNOWN,,,,,,,,"RAWBYTE,10910,02,2"
2026-04-23 16:30:07.125,UNKNOWN,,,,,,,,"RAWBYTE,10930,01,1"
2026-04-23 16:30:07.146,UNKNOWN,,,,,,,,"RAWBYTE,10951,0b,11"
2026-04-23 16:30:07.166,UNKNOWN,,,,,,,,"RAWBYTE,10971,16,22"
2026-04-23 16:30:07.186,UNKNOWN,,,,,,,,"RAWBYTE,10992,21,33"
2026-04-23 16:30:07.207,UNKNOWN,,,,,,,,"RAWBYTE,11012,2c,44"
2026-04-23 16:30:07.227,UNKNOWN,,,,,,,,"RAWBYTE,11033,0a,10"
2026-04-23 16:30:07.248,UNKNOWN,,,,,,,,"RAWBYTE,11053,02,2"
2026-04-23 16:30:07.268,UNKNOWN,,,,,,,,"RAWBYTE,11074,01,1"
2026-04-23 16:30:07.289,UNKNOWN,,,,,,,,"RAWBYTE,11094,0b,11"
2026-04-23 16:30:07.309,UNKNOWN,,,,,,,,"RAWBYTE,11114,16,22"
2026-04-23 16:30:07.330,UNKNOWN,,,,,,,,"RAWBYTE,11135,21,33"
2026-04-23 16:30:07.350,UNKNOWN,,,,,,,,"RAWBYTE,11155,2c,44"
2026-04-23 16:30:07.369,UNKNOWN,,,,,,,,"RAWBYTE,11176,0a,10"
2026-04-23 16:30:07.390,UNKNOWN,,,,,,,,"RAWBYTE,11196,02,2"
2026-04-23 16:30:07.412,UNKNOWN,,,,,,,,"RAWBYTE,11217,01,1"
2026-04-23 16:30:07.432,UNKNOWN,,,,,,,,"RAWBYTE,11237,0b,11"
2026-04-23 16:30:07.452,UNKNOWN,,,,,,,,"RAWBYTE,11258,16,22"
2026-04-23 16:30:07.473,UNKNOWN,,,,,,,,"RAWBYTE,11278,21,33"
2026-04-23 16:30:07.493,UNKNOWN,,,,,,,,"RAWBYTE,11299,2c,44"
2026-04-23 16:30:07.514,UNKNOWN,,,,,,,,"RAWBYTE,11319,0a,10"
2026-04-23 16:30:07.534,UNKNOWN,,,,,,,,"RAWBYTE,11340,02,2"
2026-04-23 16:30:07.555,UNKNOWN,,,,,,,,"RAWBYTE,11360,01,1"
2026-04-23 16:30:07.575,UNKNOWN,,,,,,,,"RAWBYTE,11380,0b,11"
2026-04-23 16:30:07.595,UNKNOWN,,,,,,,,"RAWBYTE,11401,16,22"
2026-04-23 16:30:07.616,UNKNOWN,,,,,,,,"RAWBYTE,11421,21,33"
2026-04-23 16:30:07.637,UNKNOWN,,,,,,,,"RAWBYTE,11442,2c,44"
2026-04-23 16:30:07.657,UNKNOWN,,,,,,,,"RAWBYTE,11462,0a,10"
2026-04-23 16:30:07.677,UNKNOWN,,,,,,,,"RAWBYTE,11483,02,2"
2026-04-23 16:30:07.699,UNKNOWN,,,,,,,,"RAWBYTE,11503,01,1"
2026-04-23 16:30:07.718,UNKNOWN,,,,,,,,"RAWBYTE,11524,0b,11"
2026-04-23 16:30:07.738,UNKNOWN,,,,,,,,"RAWBYTE,11544,16,22"
2026-04-23 16:30:07.759,UNKNOWN,,,,,,,,"RAWBYTE,11565,21,33"
2026-04-23 16:30:07.779,UNKNOWN,,,,,,,,"RAWBYTE,11585,2c,44"
2026-04-23 16:30:07.800,UNKNOWN,,,,,,,,"RAWBYTE,11605,0a,10"
2026-04-23 16:30:07.820,UNKNOWN,,,,,,,,"RAWBYTE,11626,02,2"
2026-04-23 16:30:07.841,UNKNOWN,,,,,,,,"RAWBYTE,11647,01,1"
2026-04-23 16:30:07.861,UNKNOWN,,,,,,,,"RAWBYTE,11667,0b,11"
2026-04-23 16:30:07.881,UNKNOWN,,,,,,,,"RAWBYTE,11687,16,22"
2026-04-23 16:30:07.902,UNKNOWN,,,,,,,,"RAWBYTE,11708,21,33"
2026-04-23 16:30:07.923,UNKNOWN,,,,,,,,"RAWBYTE,11728,2c,44"
2026-04-23 16:30:07.943,UNKNOWN,,,,,,,,"RAWBYTE,11749,0a,10"
2026-04-23 16:30:07.964,UNKNOWN,,,,,,,,"RAWBYTE,11769,02,2"
2026-04-23 16:30:07.984,UNKNOWN,,,,,,,,"RAWBYTE,11790,01,1"
2026-04-23 16:30:08.006,UNKNOWN,,,,,,,,"RAWBYTE,11810,0b,11"
2026-04-23 16:30:08.026,UNKNOWN,,,,,,,,"RAWBYTE,11830,16,22"
2026-04-23 16:30:08.046,UNKNOWN,,,,,,,,"RAWBYTE,11851,21,33"
2026-04-23 16:30:08.066,UNKNOWN,,,,,,,,"RAWBYTE,11871,2c,44"
2026-04-23 16:30:08.086,UNKNOWN,,,,,,,,"RAWBYTE,11892,0a,10"
2026-04-23 16:30:08.110,UNKNOWN,,,,,,,,"RAWBYTE,11912,02,2"
2026-04-23 16:30:08.130,UNKNOWN,,,,,,,,"RAWBYTE,11933,01,1"
2026-04-23 16:30:08.148,UNKNOWN,,,,,,,,"RAWBYTE,11953,0b,11"
2026-04-23 16:30:08.169,UNKNOWN,,,,,,,,"RAWBYTE,11974,16,22"
2026-04-23 16:30:08.189,UNKNOWN,,,,,,,,"RAWBYTE,11994,21,33"
2026-04-23 16:30:08.209,UNKNOWN,,,,,,,,"RAWBYTE,12014,2c,44"
2026-04-23 16:30:08.230,UNKNOWN,,,,,,,,"RAWBYTE,12035,0a,10"
2026-04-23 16:30:08.250,UNKNOWN,,,,,,,,"RAWBYTE,12055,02,2"
2026-04-23 16:30:08.271,UNKNOWN,,,,,,,,"RAWBYTE,12076,01,1"
2026-04-23 16:30:08.291,UNKNOWN,,,,,,,,"RAWBYTE,12096,0b,11"
2026-04-23 16:30:08.311,UNKNOWN,,,,,,,,"RAWBYTE,12117,16,22"
2026-04-23 16:30:08.332,UNKNOWN,,,,,,,,"RAWBYTE,12137,21,33"
2026-04-23 16:30:08.352,UNKNOWN,,,,,,,,"RAWBYTE,12158,2c,44"
2026-04-23 16:30:08.373,UNKNOWN,,,,,,,,"RAWBYTE,12178,0a,10"
2026-04-23 16:30:08.393,UNKNOWN,,,,,,,,"RAWBYTE,12199,02,2"
2026-04-23 16:30:08.414,UNKNOWN,,,,,,,,"RAWBYTE,12219,01,1"
2026-04-23 16:30:08.434,UNKNOWN,,,,,,,,"RAWBYTE,12239,0b,11"
2026-04-23 16:30:08.455,UNKNOWN,,,,,,,,"RAWBYTE,12260,16,22"
2026-04-23 16:30:08.475,UNKNOWN,,,,,,,,"RAWBYTE,12280,21,33"
2026-04-23 16:30:08.496,UNKNOWN,,,,,,,,"RAWBYTE,12301,2c,44"
2026-04-23 16:30:08.516,UNKNOWN,,,,,,,,"RAWBYTE,12321,0a,10"
2026-04-23 16:30:08.537,UNKNOWN,,,,,,,,"RAWBYTE,12342,02,2"
2026-04-23 16:30:08.557,UNKNOWN,,,,,,,,"RAWBYTE,12362,01,1"
2026-04-23 16:30:08.577,UNKNOWN,,,,,,,,"RAWBYTE,12383,0b,11"
2026-04-23 16:30:08.598,UNKNOWN,,,,,,,,"RAWBYTE,12403,16,22"
2026-04-23 16:30:08.618,UNKNOWN,,,,,,,,"RAWBYTE,12424,21,33"
2026-04-23 16:30:08.639,UNKNOWN,,,,,,,,"RAWBYTE,12444,2c,44"
2026-04-23 16:30:08.658,UNKNOWN,,,,,,,,"RAWBYTE,12465,0a,10"
2026-04-23 16:30:08.678,UNKNOWN,,,,,,,,"RAWBYTE,12485,02,2"
2026-04-23 16:30:08.699,UNKNOWN,,,,,,,,"RAWBYTE,12506,01,1"
2026-04-23 16:30:08.719,UNKNOWN,,,,,,,,"RAWBYTE,12526,0b,11"
2026-04-23 16:30:08.742,UNKNOWN,,,,,,,,"RAWBYTE,12546,16,22"
2026-04-23 16:30:08.762,UNKNOWN,,,,,,,,"RAWBYTE,12567,21,33"
2026-04-23 16:30:08.782,UNKNOWN,,,,,,,,"RAWBYTE,12588,2c,44"
2026-04-23 16:30:08.807,UNKNOWN,,,,,,,,"RAWBYTE,12608,0a,10"
2026-04-23 16:30:08.823,UNKNOWN,,,,,,,,"RAWBYTE,12628,02,2"
2026-04-23 16:30:08.846,UNKNOWN,,,,,,,,"RAWBYTE,12649,01,1"
2026-04-23 16:30:08.865,UNKNOWN,,,,,,,,"RAWBYTE,12670,0b,11"
2026-04-23 16:30:08.885,UNKNOWN,,,,,,,,"RAWBYTE,12690,16,22"
2026-04-23 16:30:08.904,UNKNOWN,,,,,,,,"RAWBYTE,12710,21,33"
2026-04-23 16:30:08.926,UNKNOWN,,,,,,,,"RAWBYTE,12731,2c,44"
2026-04-23 16:30:08.946,UNKNOWN,,,,,,,,"RAWBYTE,12751,0a,10"
2026-04-23 16:30:08.966,UNKNOWN,,,,,,,,"RAWBYTE,12772,02,2"
2026-04-23 16:30:08.987,UNKNOWN,,,,,,,,"RAWBYTE,12792,01,1"
2026-04-23 16:30:09.007,UNKNOWN,,,,,,,,"RAWBYTE,12813,0b,11"
2026-04-23 16:30:09.027,UNKNOWN,,,,,,,,"RAWBYTE,12833,16,22"
2026-04-23 16:30:09.048,UNKNOWN,,,,,,,,"RAWBYTE,12853,21,33"
2026-04-23 16:30:09.069,UNKNOWN,,,,,,,,"RAWBYTE,12874,2c,44"
2026-04-23 16:30:09.089,UNKNOWN,,,,,,,,"RAWBYTE,12895,0a,10"
2026-04-23 16:30:09.109,UNKNOWN,,,,,,,,"RAWBYTE,12915,02,2"
2026-04-23 16:30:09.130,UNKNOWN,,,,,,,,"RAWBYTE,12935,01,1"
2026-04-23 16:30:09.151,UNKNOWN,,,,,,,,"RAWBYTE,12956,0b,11"
2026-04-23 16:30:09.170,UNKNOWN,,,,,,,,"RAWBYTE,12976,16,22"
2026-04-23 16:30:09.190,UNKNOWN,,,,,,,,"RAWBYTE,12997,21,33"
2026-04-23 16:30:09.212,UNKNOWN,,,,,,,,"RAWBYTE,13017,2c,44"
2026-04-23 16:30:09.232,UNKNOWN,,,,,,,,"RAWBYTE,13038,0a,10"
2026-04-23 16:30:09.253,UNKNOWN,,,,,,,,"RAWBYTE,13058,02,2"
2026-04-23 16:30:09.273,UNKNOWN,,,,,,,,"RAWBYTE,13079,01,1"
2026-04-23 16:30:09.294,UNKNOWN,,,,,,,,"RAWBYTE,13099,0b,11"
2026-04-23 16:30:09.314,UNKNOWN,,,,,,,,"RAWBYTE,13120,16,22"
2026-04-23 16:30:09.335,UNKNOWN,,,,,,,,"RAWBYTE,13140,21,33"
2026-04-23 16:30:09.355,UNKNOWN,,,,,,,,"RAWBYTE,13160,2c,44"
2026-04-23 16:30:09.376,UNKNOWN,,,,,,,,"RAWBYTE,13181,0a,10"
2026-04-23 16:30:09.396,UNKNOWN,,,,,,,,"RAWBYTE,13202,02,2"
2026-04-23 16:30:09.417,UNKNOWN,,,,,,,,"RAWBYTE,13222,01,1"
2026-04-23 16:30:09.436,UNKNOWN,,,,,,,,"RAWBYTE,13242,0b,11"
2026-04-23 16:30:09.458,UNKNOWN,,,,,,,,"RAWBYTE,13263,16,22"
2026-04-23 16:30:09.478,UNKNOWN,,,,,,,,"RAWBYTE,13284,21,33"
2026-04-23 16:30:09.498,UNKNOWN,,,,,,,,"RAWBYTE,13304,2c,44"
2026-04-23 16:30:09.520,UNKNOWN,,,,,,,,"RAWBYTE,13324,0a,10"
2026-04-23 16:30:09.541,STATUS,13345,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-37","STATUS,13345,WIFI_ALIVE,IP=10.198.115.147,RSSI=-37"
2026-04-23 16:30:17.528,STATUS,4975,,,,,,"WIFI_OK,IP=10.198.115.147","STATUS,4975,WIFI_OK,IP=10.198.115.147"
2026-04-23 16:30:17.925,STATUS,5376,,,,,,"WIFI_ALIVE,IP=10.198.115.147,RSSI=-35","STATUS,5376,WIFI_ALIVE,IP=10.198.115.147,RSSI=-35"
2026-04-23 16:30:17.926,UNKNOWN,,,,,,,,"RAWBYTE,5377,0a,10"
2026-04-23 16:30:17.945,UNKNOWN,,,,,,,,"RAWBYTE,5397,02,2"
2026-04-23 16:30:17.966,UNKNOWN,,,,,,,,"RAWBYTE,5418,01,1"
2026-04-23 16:30:17.986,UNKNOWN,,,,,,,,"RAWBYTE,5438,0b,11"
2026-04-23 16:30:18.008,UNKNOWN,,,,,,,,"RAWBYTE,5459,16,22"
2026-04-23 16:30:18.027,UNKNOWN,,,,,,,,"RAWBYTE,5479,21,33"
2026-04-23 16:30:18.048,UNKNOWN,,,,,,,,"RAWBYTE,5499,2c,44"
2026-04-23 16:30:18.069,UNKNOWN,,,,,,,,"RAWBYTE,5520,0a,10"
2026-04-23 16:30:18.090,UNKNOWN,,,,,,,,"RAWBYTE,5540,02,2"
2026-04-23 16:30:18.110,UNKNOWN,,,,,,,,"RAWBYTE,5561,01,1"
2026-04-23 16:30:18.136,UNKNOWN,,,,,,,,"RAWBYTE,5581,0b,11"
2026-04-23 16:30:18.150,UNKNOWN,,,,,,,,"RAWBYTE,5602,16,22"
2026-04-23 16:30:18.172,UNKNOWN,,,,,,,,"RAWBYTE,5622,21,33"
2026-04-23 16:30:18.191,UNKNOWN,,,,,,,,"RAWBYTE,5643,2c,44"
2026-04-23 16:30:18.217,UNKNOWN,,,,,,,,"RAWBYTE,5663,0a,10"
