pc_time,packet_type,esp_millis,byte_hex,byte_dec,steer,throttle,brake,mode_id,fault_flag,status_text,raw_line
2026-04-23 16:01:58.422,RAWBYTE,13574,0a,10,,,,,,,"RAWBYTE,13574,0a,10"
2026-04-23 16:01:58.442,RAWBYTE,13594,02,2,,,,,,,"RAWBYTE,13594,02,2"
2026-04-23 16:01:58.460,RAWBYTE,13614,02,2,,,,,,,"RAWBYTE,13614,02,2"
2026-04-23 16:01:58.482,RAWBYTE,13635,2c,44,,,,,,,"RAWBYTE,13635,2c,44"
2026-04-23 16:01:58.501,RAWBYTE,13655,0a,10,,,,,,,"RAWBYTE,13655,0a,10"
2026-04-23 16:01:58.526,RAWBYTE,13676,21,33,,,,,,,"RAWBYTE,13676,21,33"
2026-04-23 16:01:58.544,RAWBYTE,13696,2c,44,,,,,,,"RAWBYTE,13696,2c,44"
2026-04-23 16:01:58.568,RAWBYTE,13717,01,1,,,,,,,"RAWBYTE,13717,01,1"
2026-04-23 16:01:58.584,RAWBYTE,13738,21,33,,,,,,,"RAWBYTE,13738,21,33"
2026-04-23 16:01:58.604,RAWBYTE,13758,2c,44,,,,,,,"RAWBYTE,13758,2c,44"
2026-04-23 16:01:58.625,RAWBYTE,13779,21,33,,,,,,,"RAWBYTE,13779,21,33"
2026-04-23 16:01:58.646,RAWBYTE,13799,02,2,,,,,,,"RAWBYTE,13799,02,2"
2026-04-23 16:01:58.665,RAWBYTE,13820,01,1,,,,,,,"RAWBYTE,13820,01,1"
2026-04-23 16:01:58.686,RAWBYTE,13840,21,33,,,,,,,"RAWBYTE,13840,21,33"
2026-04-23 16:01:58.707,RAWBYTE,13861,16,22,,,,,,,"RAWBYTE,13861,16,22"
2026-04-23 16:01:58.727,RAWBYTE,13881,01,1,,,,,,,"RAWBYTE,13881,01,1"
2026-04-23 16:01:58.748,RAWBYTE,13902,21,33,,,,,,,"RAWBYTE,13902,21,33"
2026-04-23 16:01:58.768,RAWBYTE,13922,16,22,,,,,,,"RAWBYTE,13922,16,22"
2026-04-23 16:01:58.792,RAWBYTE,13943,0a,10,,,,,,,"RAWBYTE,13943,0a,10"
2026-04-23 16:01:58.810,RAWBYTE,13963,2c,44,,,,,,,"RAWBYTE,13963,2c,44"
2026-04-23 16:01:58.829,RAWBYTE,13984,16,22,,,,,,,"RAWBYTE,13984,16,22"
2026-04-23 16:01:58.852,RAWBYTE,14004,16,22,,,,,,,"RAWBYTE,14004,16,22"
2026-04-23 16:01:58.871,RAWBYTE,14025,16,22,,,,,,,"RAWBYTE,14025,16,22"
2026-04-23 16:01:58.896,RAWBYTE,14045,21,33,,,,,,,"RAWBYTE,14045,21,33"
2026-04-23 16:01:58.912,RAWBYTE,14066,02,2,,,,,,,"RAWBYTE,14066,02,2"
2026-04-23 16:01:58.932,RAWBYTE,14086,16,22,,,,,,,"RAWBYTE,14086,16,22"
2026-04-23 16:01:58.953,RAWBYTE,14107,21,33,,,,,,,"RAWBYTE,14107,21,33"
2026-04-23 16:01:58.972,RAWBYTE,14127,02,2,,,,,,,"RAWBYTE,14127,02,2"
2026-04-23 16:01:58.996,RAWBYTE,14148,0a,10,,,,,,,"RAWBYTE,14148,0a,10"
2026-04-23 16:01:59.014,RAWBYTE,14168,0b,11,,,,,,,"RAWBYTE,14168,0b,11"
2026-04-23 16:01:59.035,RAWBYTE,14189,16,22,,,,,,,"RAWBYTE,14189,16,22"
2026-04-23 16:01:59.056,RAWBYTE,14209,21,33,,,,,,,"RAWBYTE,14209,21,33"
2026-04-23 16:01:59.075,RAWBYTE,14230,0b,11,,,,,,,"RAWBYTE,14230,0b,11"
2026-04-23 16:01:59.096,RAWBYTE,14250,2c,44,,,,,,,"RAWBYTE,14250,2c,44"
2026-04-23 16:01:59.116,RAWBYTE,14271,0a,10,,,,,,,"RAWBYTE,14271,0a,10"
2026-04-23 16:01:59.137,RAWBYTE,14291,0b,11,,,,,,,"RAWBYTE,14291,0b,11"
2026-04-23 16:01:59.159,RAWBYTE,14312,16,22,,,,,,,"RAWBYTE,14312,16,22"
2026-04-23 16:01:59.178,RAWBYTE,14332,0b,11,,,,,,,"RAWBYTE,14332,0b,11"
2026-04-23 16:01:59.199,RAWBYTE,14352,2c,44,,,,,,,"RAWBYTE,14352,2c,44"
2026-04-23 16:01:59.219,RAWBYTE,14373,21,33,,,,,,,"RAWBYTE,14373,21,33"
2026-04-23 16:01:59.241,RAWBYTE,14393,02,2,,,,,,,"RAWBYTE,14393,02,2"
2026-04-23 16:01:59.264,RAWBYTE,14413,16,22,,,,,,,"RAWBYTE,14413,16,22"
2026-04-23 16:01:59.294,RAWBYTE,14434,21,33,,,,,,,"RAWBYTE,14434,21,33"
2026-04-23 16:01:59.311,RAWBYTE,14454,16,22,,,,,,,"RAWBYTE,14454,16,22"
2026-04-23 16:01:59.326,RAWBYTE,14474,21,33,,,,,,,"RAWBYTE,14474,21,33"
2026-04-23 16:01:59.341,RAWBYTE,14495,02,2,,,,,,,"RAWBYTE,14495,02,2"
2026-04-23 16:01:59.362,RAWBYTE,14516,0a,10,,,,,,,"RAWBYTE,14516,0a,10"
2026-04-23 16:01:59.381,RAWBYTE,14536,02,2,,,,,,,"RAWBYTE,14536,02,2"
2026-04-23 16:01:59.403,RAWBYTE,14556,16,22,,,,,,,"RAWBYTE,14556,16,22"
2026-04-23 16:01:59.424,RAWBYTE,14577,0a,10,,,,,,,"RAWBYTE,14577,0a,10"
2026-04-23 16:01:59.444,RAWBYTE,14598,02,2,,,,,,,"RAWBYTE,14598,02,2"
2026-04-23 16:01:59.466,RAWBYTE,14618,01,1,,,,,,,"RAWBYTE,14618,01,1"
2026-04-23 16:01:59.484,RAWBYTE,14638,21,33,,,,,,,"RAWBYTE,14638,21,33"
2026-04-23 16:01:59.506,RAWBYTE,14659,16,22,,,,,,,"RAWBYTE,14659,16,22"
2026-04-23 16:01:59.526,RAWBYTE,14679,0a,10,,,,,,,"RAWBYTE,14679,0a,10"
2026-04-23 16:01:59.546,RAWBYTE,14700,0b,11,,,,,,,"RAWBYTE,14700,0b,11"
2026-04-23 16:01:59.567,RAWBYTE,14720,16,22,,,,,,,"RAWBYTE,14720,16,22"
2026-04-23 16:01:59.593,RAWBYTE,14741,0a,10,,,,,,,"RAWBYTE,14741,0a,10"
2026-04-23 16:01:59.608,RAWBYTE,14761,02,2,,,,,,,"RAWBYTE,14761,02,2"
2026-04-23 16:01:59.628,RAWBYTE,14782,01,1,,,,,,,"RAWBYTE,14782,01,1"
2026-04-23 16:01:59.648,RAWBYTE,14802,0b,11,,,,,,,"RAWBYTE,14802,0b,11"
2026-04-23 16:01:59.670,RAWBYTE,14823,2c,44,,,,,,,"RAWBYTE,14823,2c,44"
2026-04-23 16:01:59.688,RAWBYTE,14843,0a,10,,,,,,,"RAWBYTE,14843,0a,10"
2026-04-23 16:01:59.711,RAWBYTE,14864,0b,11,,,,,,,"RAWBYTE,14864,0b,11"
2026-04-23 16:01:59.730,RAWBYTE,14884,16,22,,,,,,,"RAWBYTE,14884,16,22"
2026-04-23 16:01:59.750,RAWBYTE,14905,0a,10,,,,,,,"RAWBYTE,14905,0a,10"
2026-04-23 16:01:59.772,RAWBYTE,14925,02,2,,,,,,,"RAWBYTE,14925,02,2"
2026-04-23 16:01:59.791,RAWBYTE,14946,16,22,,,,,,,"RAWBYTE,14946,16,22"
2026-04-23 16:01:59.813,RAWBYTE,14966,0a,10,,,,,,,"RAWBYTE,14966,0a,10"
2026-04-23 16:01:59.833,RAWBYTE,14987,21,33,,,,,,,"RAWBYTE,14987,21,33"
2026-04-23 16:01:59.853,RAWBYTE,15007,16,22,,,,,,,"RAWBYTE,15007,16,22"
2026-04-23 16:01:59.873,RAWBYTE,15027,01,1,,,,,,,"RAWBYTE,15027,01,1"
2026-04-23 16:01:59.893,RAWBYTE,15047,02,2,,,,,,,"RAWBYTE,15047,02,2"
2026-04-23 16:01:59.913,RAWBYTE,15068,16,22,,,,,,,"RAWBYTE,15068,16,22"
2026-04-23 16:01:59.934,RAWBYTE,15088,0a,10,,,,,,,"RAWBYTE,15088,0a,10"
2026-04-23 16:01:59.955,RAWBYTE,15109,21,33,,,,,,,"RAWBYTE,15109,21,33"
2026-04-23 16:01:59.976,RAWBYTE,15129,02,2,,,,,,,"RAWBYTE,15129,02,2"
2026-04-23 16:01:59.995,RAWBYTE,15150,2c,44,,,,,,,"RAWBYTE,15150,2c,44"
2026-04-23 16:02:00.021,RAWBYTE,15170,0a,10,,,,,,,"RAWBYTE,15170,0a,10"
2026-04-23 16:02:00.041,RAWBYTE,15190,0b,11,,,,,,,"RAWBYTE,15190,0b,11"
2026-04-23 16:02:00.073,RAWBYTE,15211,02,2,,,,,,,"RAWBYTE,15211,02,2"
2026-04-23 16:02:00.088,RAWBYTE,15232,16,22,,,,,,,"RAWBYTE,15232,16,22"
2026-04-23 16:02:00.099,RAWBYTE,15252,21,33,,,,,,,"RAWBYTE,15252,21,33"
2026-04-23 16:02:00.118,RAWBYTE,15273,2c,44,,,,,,,"RAWBYTE,15273,2c,44"
2026-04-23 16:02:00.139,RAWBYTE,15293,01,1,,,,,,,"RAWBYTE,15293,01,1"
2026-04-23 16:02:00.159,RAWBYTE,15314,21,33,,,,,,,"RAWBYTE,15314,21,33"
2026-04-23 16:02:00.180,RAWBYTE,15334,02,2,,,,,,,"RAWBYTE,15334,02,2"
2026-04-23 16:02:00.200,RAWBYTE,15355,16,22,,,,,,,"RAWBYTE,15355,16,22"
2026-04-23 16:02:00.223,RAWBYTE,15375,21,33,,,,,,,"RAWBYTE,15375,21,33"
2026-04-23 16:02:00.241,RAWBYTE,15396,2c,44,,,,,,,"RAWBYTE,15396,2c,44"
2026-04-23 16:02:00.262,RAWBYTE,15416,16,22,,,,,,,"RAWBYTE,15416,16,22"
2026-04-23 16:02:00.283,RAWBYTE,15437,21,33,,,,,,,"RAWBYTE,15437,21,33"
2026-04-23 16:02:00.303,RAWBYTE,15457,2c,44,,,,,,,"RAWBYTE,15457,2c,44"
2026-04-23 16:02:00.325,RAWBYTE,15477,01,1,,,,,,,"RAWBYTE,15477,01,1"
2026-04-23 16:02:00.347,RAWBYTE,15498,21,33,,,,,,,"RAWBYTE,15498,21,33"
2026-04-23 16:02:00.365,RAWBYTE,15519,2c,44,,,,,,,"RAWBYTE,15519,2c,44"
2026-04-23 16:02:00.395,RAWBYTE,15539,0a,10,,,,,,,"RAWBYTE,15539,0a,10"
2026-04-23 16:02:00.405,RAWBYTE,15559,0b,11,,,,,,,"RAWBYTE,15559,0b,11"
2026-04-23 16:02:00.428,RAWBYTE,15580,2c,44,,,,,,,"RAWBYTE,15580,2c,44"
2026-04-23 16:02:00.446,RAWBYTE,15600,01,1,,,,,,,"RAWBYTE,15600,01,1"
2026-04-23 16:02:00.467,RAWBYTE,15621,21,33,,,,,,,"RAWBYTE,15621,21,33"
2026-04-23 16:02:00.490,RAWBYTE,15642,16,22,,,,,,,"RAWBYTE,15642,16,22"
2026-04-23 16:02:00.508,RAWBYTE,15662,0a,10,,,,,,,"RAWBYTE,15662,0a,10"
2026-04-23 16:02:00.530,RAWBYTE,15683,02,2,,,,,,,"RAWBYTE,15683,02,2"
2026-04-23 16:02:00.548,RAWBYTE,15703,16,22,,,,,,,"RAWBYTE,15703,16,22"
2026-04-23 16:02:00.571,RAWBYTE,15724,21,33,,,,,,,"RAWBYTE,15724,21,33"
2026-04-23 16:02:00.590,RAWBYTE,15744,16,22,,,,,,,"RAWBYTE,15744,16,22"
2026-04-23 16:02:00.612,RAWBYTE,15765,01,1,,,,,,,"RAWBYTE,15765,01,1"
2026-04-23 16:02:00.632,RAWBYTE,15785,21,33,,,,,,,"RAWBYTE,15785,21,33"
2026-04-23 16:02:00.651,RAWBYTE,15805,02,2,,,,,,,"RAWBYTE,15805,02,2"
2026-04-23 16:02:00.672,RAWBYTE,15826,16,22,,,,,,,"RAWBYTE,15826,16,22"
2026-04-23 16:02:00.694,RAWBYTE,15847,21,33,,,,,,,"RAWBYTE,15847,21,33"
2026-04-23 16:02:00.712,RAWBYTE,15867,0b,11,,,,,,,"RAWBYTE,15867,0b,11"
2026-04-23 16:02:00.735,RAWBYTE,15887,16,22,,,,,,,"RAWBYTE,15887,16,22"
2026-04-23 16:02:00.754,RAWBYTE,15908,01,1,,,,,,,"RAWBYTE,15908,01,1"
2026-04-23 16:02:00.774,RAWBYTE,15929,0b,11,,,,,,,"RAWBYTE,15929,0b,11"
2026-04-23 16:02:00.797,RAWBYTE,15949,01,1,,,,,,,"RAWBYTE,15949,01,1"
2026-04-23 16:02:00.815,RAWBYTE,15969,0b,11,,,,,,,"RAWBYTE,15969,0b,11"
2026-04-23 16:02:00.837,RAWBYTE,15990,02,2,,,,,,,"RAWBYTE,15990,02,2"
2026-04-23 16:02:00.857,RAWBYTE,16010,01,1,,,,,,,"RAWBYTE,16010,01,1"
2026-04-23 16:02:00.877,RAWBYTE,16031,21,33,,,,,,,"RAWBYTE,16031,21,33"
2026-04-23 16:02:00.899,RAWBYTE,16052,0b,11,,,,,,,"RAWBYTE,16052,0b,11"
2026-04-23 16:02:00.918,RAWBYTE,16072,16,22,,,,,,,"RAWBYTE,16072,16,22"
2026-04-23 16:02:00.939,RAWBYTE,16092,0a,10,,,,,,,"RAWBYTE,16092,0a,10"
2026-04-23 16:02:00.959,RAWBYTE,16113,0b,11,,,,,,,"RAWBYTE,16113,0b,11"
2026-04-23 16:02:00.979,RAWBYTE,16134,16,22,,,,,,,"RAWBYTE,16134,16,22"
2026-04-23 16:02:01.002,RAWBYTE,16154,0a,10,,,,,,,"RAWBYTE,16154,0a,10"
2026-04-23 16:02:01.020,RAWBYTE,16174,0b,11,,,,,,,"RAWBYTE,16174,0b,11"
2026-04-23 16:02:01.042,RAWBYTE,16195,16,22,,,,,,,"RAWBYTE,16195,16,22"
2026-04-23 16:02:01.061,RAWBYTE,16215,21,33,,,,,,,"RAWBYTE,16215,21,33"
2026-04-23 16:02:01.086,RAWBYTE,16236,16,22,,,,,,,"RAWBYTE,16236,16,22"
2026-04-23 16:02:01.104,RAWBYTE,16257,0a,10,,,,,,,"RAWBYTE,16257,0a,10"
2026-04-23 16:02:01.123,RAWBYTE,16277,02,2,,,,,,,"RAWBYTE,16277,02,2"
2026-04-23 16:02:01.144,RAWBYTE,16297,2c,44,,,,,,,"RAWBYTE,16297,2c,44"
2026-04-23 16:02:01.164,RAWBYTE,16318,0a,10,,,,,,,"RAWBYTE,16318,0a,10"
2026-04-23 16:02:01.184,RAWBYTE,16339,0b,11,,,,,,,"RAWBYTE,16339,0b,11"
2026-04-23 16:02:01.206,RAWBYTE,16359,2c,44,,,,,,,"RAWBYTE,16359,2c,44"
2026-04-23 16:02:01.225,RAWBYTE,16379,01,1,,,,,,,"RAWBYTE,16379,01,1"
2026-04-23 16:02:01.247,RAWBYTE,16400,0b,11,,,,,,,"RAWBYTE,16400,0b,11"
2026-04-23 16:02:01.265,RAWBYTE,16420,2c,44,,,,,,,"RAWBYTE,16420,2c,44"
2026-04-23 16:02:01.287,RAWBYTE,16441,0a,10,,,,,,,"RAWBYTE,16441,0a,10"
2026-04-23 16:02:01.308,RAWBYTE,16461,0b,11,,,,,,,"RAWBYTE,16461,0b,11"
2026-04-23 16:02:01.328,RAWBYTE,16482,01,1,,,,,,,"RAWBYTE,16482,01,1"
2026-04-23 16:02:01.353,RAWBYTE,16502,0a,10,,,,,,,"RAWBYTE,16502,0a,10"
2026-04-23 16:02:01.369,RAWBYTE,16523,02,2,,,,,,,"RAWBYTE,16523,02,2"
2026-04-23 16:02:01.388,RAWBYTE,16543,16,22,,,,,,,"RAWBYTE,16543,16,22"
2026-04-23 16:02:01.442,RAWBYTE,16564,0b,11,,,,,,,"RAWBYTE,16564,0b,11"
2026-04-23 16:02:01.444,RAWBYTE,16584,2c,44,,,,,,,"RAWBYTE,16584,2c,44"
2026-04-23 16:02:01.451,RAWBYTE,16605,0a,10,,,,,,,"RAWBYTE,16605,0a,10"
2026-04-23 16:02:01.471,RAWBYTE,16625,0b,11,,,,,,,"RAWBYTE,16625,0b,11"
2026-04-23 16:02:01.491,RAWBYTE,16646,2c,44,,,,,,,"RAWBYTE,16646,2c,44"
2026-04-23 16:02:01.514,RAWBYTE,16666,01,1,,,,,,,"RAWBYTE,16666,01,1"
2026-04-23 16:02:01.556,RAWBYTE,16686,0a,10,,,,,,,"RAWBYTE,16686,0a,10"
2026-04-23 16:02:01.556,RAWBYTE,16707,02,2,,,,,,,"RAWBYTE,16707,02,2"
2026-04-23 16:02:01.572,RAWBYTE,16727,16,22,,,,,,,"RAWBYTE,16727,16,22"
2026-04-23 16:02:01.593,RAWBYTE,16748,21,33,,,,,,,"RAWBYTE,16748,21,33"
2026-04-23 16:02:01.647,RAWBYTE,16768,02,2,,,,,,,"RAWBYTE,16768,02,2"
2026-04-23 16:02:01.649,RAWBYTE,16789,16,22,,,,,,,"RAWBYTE,16789,16,22"
2026-04-23 16:02:01.656,RAWBYTE,16809,0a,10,,,,,,,"RAWBYTE,16809,0a,10"
2026-04-23 16:02:01.683,RAWBYTE,16830,02,2,,,,,,,"RAWBYTE,16830,02,2"
2026-04-23 16:02:01.698,RAWBYTE,16850,01,1,,,,,,,"RAWBYTE,16850,01,1"
2026-04-23 16:02:01.717,RAWBYTE,16871,0b,11,,,,,,,"RAWBYTE,16871,0b,11"
2026-04-23 16:02:01.761,RAWBYTE,16891,21,33,,,,,,,"RAWBYTE,16891,21,33"
2026-04-23 16:02:01.762,RAWBYTE,16911,0b,11,,,,,,,"RAWBYTE,16911,0b,11"
2026-04-23 16:02:01.778,RAWBYTE,16932,02,2,,,,,,,"RAWBYTE,16932,02,2"
2026-04-23 16:02:01.797,RAWBYTE,16952,01,1,,,,,,,"RAWBYTE,16952,01,1"
2026-04-23 16:02:01.819,RAWBYTE,16972,0b,11,,,,,,,"RAWBYTE,16972,0b,11"
2026-04-23 16:02:01.853,RAWBYTE,16992,16,22,,,,,,,"RAWBYTE,16992,16,22"
2026-04-23 16:02:01.858,RAWBYTE,17013,0a,10,,,,,,,"RAWBYTE,17013,0a,10"
2026-04-23 16:02:01.879,RAWBYTE,17033,0b,11,,,,,,,"RAWBYTE,17033,0b,11"
2026-04-23 16:02:01.900,RAWBYTE,17054,2c,44,,,,,,,"RAWBYTE,17054,2c,44"
2026-04-23 16:02:01.921,RAWBYTE,17074,01,1,,,,,,,"RAWBYTE,17074,01,1"
2026-04-23 16:02:01.941,RAWBYTE,17095,21,33,,,,,,,"RAWBYTE,17095,21,33"
2026-04-23 16:02:01.961,RAWBYTE,17115,02,2,,,,,,,"RAWBYTE,17115,02,2"
2026-04-23 16:02:01.989,RAWBYTE,17136,01,1,,,,,,,"RAWBYTE,17136,01,1"
2026-04-23 16:02:02.002,RAWBYTE,17156,21,33,,,,,,,"RAWBYTE,17156,21,33"
2026-04-23 16:02:02.023,RAWBYTE,17177,02,2,,,,,,,"RAWBYTE,17177,02,2"
2026-04-23 16:02:02.043,RAWBYTE,17197,2c,44,,,,,,,"RAWBYTE,17197,2c,44"
2026-04-23 16:02:02.063,RAWBYTE,17218,01,1,,,,,,,"RAWBYTE,17218,01,1"
2026-04-23 16:02:02.084,RAWBYTE,17238,0b,11,,,,,,,"RAWBYTE,17238,0b,11"
2026-04-23 16:02:02.104,RAWBYTE,17259,16,22,,,,,,,"RAWBYTE,17259,16,22"
2026-04-23 16:02:02.126,RAWBYTE,17279,21,33,,,,,,,"RAWBYTE,17279,21,33"
2026-04-23 16:02:02.145,RAWBYTE,17300,2c,44,,,,,,,"RAWBYTE,17300,2c,44"
2026-04-23 16:02:02.167,RAWBYTE,17320,01,1,,,,,,,"RAWBYTE,17320,01,1"
2026-04-23 16:02:02.187,RAWBYTE,17341,0b,11,,,,,,,"RAWBYTE,17341,0b,11"
2026-04-23 16:02:02.212,RAWBYTE,17361,01,1,,,,,,,"RAWBYTE,17361,01,1"
2026-04-23 16:02:02.241,RAWBYTE,17382,21,33,,,,,,,"RAWBYTE,17382,21,33"
2026-04-23 16:02:02.248,RAWBYTE,17402,2c,44,,,,,,,"RAWBYTE,17402,2c,44"
2026-04-23 16:02:02.268,RAWBYTE,17422,0a,10,,,,,,,"RAWBYTE,17422,0a,10"
2026-04-23 16:02:02.288,RAWBYTE,17443,02,2,,,,,,,"RAWBYTE,17443,02,2"
2026-04-23 16:02:02.310,RAWBYTE,17464,01,1,,,,,,,"RAWBYTE,17464,01,1"
2026-04-23 16:02:02.331,RAWBYTE,17484,21,33,,,,,,,"RAWBYTE,17484,21,33"
2026-04-23 16:02:02.350,RAWBYTE,17504,02,2,,,,,,,"RAWBYTE,17504,02,2"
2026-04-23 16:02:02.373,RAWBYTE,17525,16,22,,,,,,,"RAWBYTE,17525,16,22"
2026-04-23 16:02:02.391,RAWBYTE,17545,21,33,,,,,,,"RAWBYTE,17545,21,33"
2026-04-23 16:02:02.412,RAWBYTE,17566,2c,44,,,,,,,"RAWBYTE,17566,2c,44"
2026-04-23 16:02:02.432,RAWBYTE,17586,0a,10,,,,,,,"RAWBYTE,17586,0a,10"
2026-04-23 16:02:02.451,RAWBYTE,17607,0b,11,,,,,,,"RAWBYTE,17607,0b,11"
2026-04-23 16:02:02.472,RAWBYTE,17627,16,22,,,,,,,"RAWBYTE,17627,16,22"
2026-04-23 16:02:02.494,RAWBYTE,17648,21,33,,,,,,,"RAWBYTE,17648,21,33"
2026-04-23 16:02:02.525,RAWBYTE,17668,2c,44,,,,,,,"RAWBYTE,17668,2c,44"
2026-04-23 16:02:02.538,RAWBYTE,17689,0a,10,,,,,,,"RAWBYTE,17689,0a,10"
2026-04-23 16:02:02.555,RAWBYTE,17709,21,33,,,,,,,"RAWBYTE,17709,21,33"
2026-04-23 16:02:02.578,RAWBYTE,17730,02,2,,,,,,,"RAWBYTE,17730,02,2"
2026-04-23 16:02:02.596,RAWBYTE,17750,01,1,,,,,,,"RAWBYTE,17750,01,1"
2026-04-23 16:02:02.622,RAWBYTE,17771,0b,11,,,,,,,"RAWBYTE,17771,0b,11"
2026-04-23 16:02:02.637,RAWBYTE,17791,2c,44,,,,,,,"RAWBYTE,17791,2c,44"
2026-04-23 16:02:02.658,RAWBYTE,17812,0a,10,,,,,,,"RAWBYTE,17812,0a,10"
2026-04-23 16:02:02.680,RAWBYTE,17833,0b,11,,,,,,,"RAWBYTE,17833,0b,11"
2026-04-23 16:02:02.699,RAWBYTE,17853,16,22,,,,,,,"RAWBYTE,17853,16,22"
2026-04-23 16:02:02.721,RAWBYTE,17874,21,33,,,,,,,"RAWBYTE,17874,21,33"
2026-04-23 16:02:02.741,RAWBYTE,17894,02,2,,,,,,,"RAWBYTE,17894,02,2"
2026-04-23 16:02:02.761,RAWBYTE,17915,01,1,,,,,,,"RAWBYTE,17915,01,1"
2026-04-23 16:02:02.783,RAWBYTE,17935,02,2,,,,,,,"RAWBYTE,17935,02,2"
2026-04-23 16:02:02.802,RAWBYTE,17956,16,22,,,,,,,"RAWBYTE,17956,16,22"
2026-04-23 16:02:02.822,RAWBYTE,17976,0a,10,,,,,,,"RAWBYTE,17976,0a,10"
2026-04-23 16:02:02.842,RAWBYTE,17997,2c,44,,,,,,,"RAWBYTE,17997,2c,44"
2026-04-23 16:02:02.863,RAWBYTE,18017,01,1,,,,,,,"RAWBYTE,18017,01,1"
2026-04-23 16:02:02.894,RAWBYTE,18037,21,33,,,,,,,"RAWBYTE,18037,21,33"
2026-04-23 16:02:02.904,RAWBYTE,18058,02,2,,,,,,,"RAWBYTE,18058,02,2"
2026-04-23 16:02:02.923,RAWBYTE,18079,16,22,,,,,,,"RAWBYTE,18079,16,22"
2026-04-23 16:02:02.944,RAWBYTE,18099,21,33,,,,,,,"RAWBYTE,18099,21,33"
2026-04-23 16:02:02.964,RAWBYTE,18120,2c,44,,,,,,,"RAWBYTE,18120,2c,44"
2026-04-23 16:02:02.985,RAWBYTE,18140,01,1,,,,,,,"RAWBYTE,18140,01,1"
2026-04-23 16:02:03.005,RAWBYTE,18160,0b,11,,,,,,,"RAWBYTE,18160,0b,11"
2026-04-23 16:02:03.026,RAWBYTE,18181,02,2,,,,,,,"RAWBYTE,18181,02,2"
2026-04-23 16:02:03.046,RAWBYTE,18202,16,22,,,,,,,"RAWBYTE,18202,16,22"
2026-04-23 16:02:03.068,RAWBYTE,18222,21,33,,,,,,,"RAWBYTE,18222,21,33"
2026-04-23 16:02:03.090,RAWBYTE,18242,02,2,,,,,,,"RAWBYTE,18242,02,2"
2026-04-23 16:02:03.140,RAWBYTE,18263,16,22,,,,,,,"RAWBYTE,18263,16,22"
2026-04-23 16:02:03.141,RAWBYTE,18284,21,33,,,,,,,"RAWBYTE,18284,21,33"
2026-04-23 16:02:03.150,RAWBYTE,18304,2c,44,,,,,,,"RAWBYTE,18304,2c,44"
2026-04-23 16:02:03.171,RAWBYTE,18324,16,22,,,,,,,"RAWBYTE,18324,16,22"
2026-04-23 16:02:03.192,RAWBYTE,18345,0b,11,,,,,,,"RAWBYTE,18345,0b,11"
2026-04-23 16:02:03.212,RAWBYTE,18365,01,1,,,,,,,"RAWBYTE,18365,01,1"
2026-04-23 16:02:03.232,RAWBYTE,18386,0b,11,,,,,,,"RAWBYTE,18386,0b,11"
2026-04-23 16:02:03.255,RAWBYTE,18406,16,22,,,,,,,"RAWBYTE,18406,16,22"
2026-04-23 16:02:03.273,RAWBYTE,18427,0a,10,,,,,,,"RAWBYTE,18427,0a,10"
2026-04-23 16:02:03.295,RAWBYTE,18447,0b,11,,,,,,,"RAWBYTE,18447,0b,11"
2026-04-23 16:02:03.313,RAWBYTE,18468,16,22,,,,,,,"RAWBYTE,18468,16,22"
2026-04-23 16:02:03.335,RAWBYTE,18488,21,33,,,,,,,"RAWBYTE,18488,21,33"
2026-04-23 16:02:03.355,RAWBYTE,18509,02,2,,,,,,,"RAWBYTE,18509,02,2"
2026-04-23 16:02:03.376,RAWBYTE,18529,0a,10,,,,,,,"RAWBYTE,18529,0a,10"
2026-04-23 16:02:03.404,RAWBYTE,18550,02,2,,,,,,,"RAWBYTE,18550,02,2"
2026-04-23 16:02:03.417,RAWBYTE,18570,01,1,,,,,,,"RAWBYTE,18570,01,1"
2026-04-23 16:02:03.437,RAWBYTE,18591,21,33,,,,,,,"RAWBYTE,18591,21,33"
2026-04-23 16:02:03.460,RAWBYTE,18611,16,22,,,,,,,"RAWBYTE,18611,16,22"
2026-04-23 16:02:03.478,RAWBYTE,18632,0a,10,,,,,,,"RAWBYTE,18632,0a,10"
2026-04-23 16:02:03.499,RAWBYTE,18652,02,2,,,,,,,"RAWBYTE,18652,02,2"
2026-04-23 16:02:03.519,RAWBYTE,18673,16,22,,,,,,,"RAWBYTE,18673,16,22"
2026-04-23 16:02:03.539,RAWBYTE,18693,0a,10,,,,,,,"RAWBYTE,18693,0a,10"
2026-04-23 16:02:03.560,RAWBYTE,18714,2c,44,,,,,,,"RAWBYTE,18714,2c,44"
2026-04-23 16:02:03.580,RAWBYTE,18734,01,1,,,,,,,"RAWBYTE,18734,01,1"
2026-04-23 16:02:03.602,RAWBYTE,18754,0b,11,,,,,,,"RAWBYTE,18754,0b,11"
2026-04-23 16:02:03.621,RAWBYTE,18775,02,2,,,,,,,"RAWBYTE,18775,02,2"
2026-04-23 16:02:03.641,RAWBYTE,18796,01,1,,,,,,,"RAWBYTE,18796,01,1"
2026-04-23 16:02:03.664,RAWBYTE,18816,21,33,,,,,,,"RAWBYTE,18816,21,33"
2026-04-23 16:02:03.682,RAWBYTE,18836,2c,44,,,,,,,"RAWBYTE,18836,2c,44"
2026-04-23 16:02:03.704,RAWBYTE,18857,01,1,,,,,,,"RAWBYTE,18857,01,1"
