row_id,wall_time_utc,session_id,scenario_id,execution_mode,scenario_time_s,program_time_s,sample_dt_s,phase,scenario_started,vehicle_mass_kg,mass_label,steer_cmd_deg,throttle_cmd,brake_cmd,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_ms,jitter_ms,steer_ref_deg,throttle_ref,brake_ref,speed_min_mps,speed_max_mps,tol_steer_deg,tol_throttle,tol_brake,speed_in_corridor,e_speed_low,e_speed_high,e_steer_actual
1,2026-04-24T08:47:54.834Z,S20260424_094754,SC01,AUTO,,0.6827,0.6775,start,0,1500,VIDE,0.0,0.0,0.0,0.000187,-0.698132,-2.9e-05,1,0,79.678,0.443,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00019,0.09981,0.0
2,2026-04-24T08:47:54.872Z,S20260424_094754,SC01,AUTO,,0.7208,0.0379,start,0,1500,VIDE,0.0,0.0,0.0,0.000473,-0.698132,-8.5e-05,1,0,95.509,0.022,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00047,0.09953,0.0
3,2026-04-24T08:47:54.919Z,S20260424_094754,SC01,AUTO,,0.7678,0.0472,start,0,1500,VIDE,0.0,0.0,0.0,0.000407,-0.698132,9.6e-05,1,0,164.954,0.628,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00041,0.09959,0.0
4,2026-04-24T08:47:54.984Z,S20260424_094754,SC01,AUTO,,0.8328,0.065,start,0,1500,VIDE,0.0,0.0,0.0,0.000388,-0.698132,0.00012,1,0,229.332,0.395,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00039,0.09961,0.0
5,2026-04-24T08:47:55.039Z,S20260424_094754,SC01,AUTO,,0.8877,0.0549,start,0,1500,VIDE,0.0,0.0,0.0,0.000333,-0.698132,-0.000153,1,0,285.861,0.152,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00033,0.09967,0.0
6,2026-04-24T08:47:55.105Z,S20260424_094754,SC01,AUTO,,0.9536,0.0658,start,0,1500,VIDE,0.0,0.0,0.0,0.000348,-0.698132,-4.4e-05,1,0,351.311,2.818,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
7,2026-04-24T08:47:55.165Z,S20260424_094754,SC01,AUTO,,1.0137,0.0601,start,0,1500,VIDE,0.0,0.0,0.0,0.000309,-0.698132,-2.8e-05,1,0,411.974,0.591,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00031,0.09969,0.0
8,2026-04-24T08:47:55.226Z,S20260424_094754,SC01,AUTO,,1.0749,0.0613,start,0,1500,VIDE,0.0,0.0,0.0,0.000316,-0.698132,2.4e-05,1,0,472.98,0.578,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00032,0.09968,0.0
9,2026-04-24T08:47:55.289Z,S20260424_094754,SC01,AUTO,,1.1374,0.0624,start,0,1500,VIDE,0.0,0.0,0.0,0.000317,-0.698132,7e-06,1,0,438.835,0.652,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00032,0.09968,0.0
10,2026-04-24T08:47:55.357Z,S20260424_094754,SC01,AUTO,,1.2056,0.0682,start,0,1500,VIDE,0.0,0.0,0.0,0.000311,-0.698132,-2e-06,1,0,506.641,0.458,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00031,0.09969,0.0
11,2026-04-24T08:47:55.420Z,S20260424_094754,SC01,AUTO,,1.2686,0.0629,start,0,1500,VIDE,0.0,0.0,0.0,0.000306,-0.698132,0.0,1,0,541.753,0.627,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00031,0.09969,0.0
12,2026-04-24T08:47:55.482Z,S20260424_094754,SC01,AUTO,,1.3309,0.0624,start,0,1500,VIDE,0.0,0.0,0.0,0.000296,-0.698132,-0.0,1,0,604.699,22.304,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.0003,0.0997,0.0
13,2026-04-24T08:47:55.546Z,S20260424_094754,SC01,AUTO,,1.3945,0.0634,start,0,1500,VIDE,0.0,0.0,0.0,0.000245,-0.698132,-0.0,1,0,562.376,19.167,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00024,0.09976,0.0
14,2026-04-24T08:47:55.607Z,S20260424_094754,SC01,AUTO,,1.4561,0.0617,start,0,1500,VIDE,0.0,0.0,0.0,0.000218,-0.698132,0.0,1,0,551.351,19.869,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00022,0.09978,0.0
15,2026-04-24T08:47:55.666Z,S20260424_094754,SC01,AUTO,,1.5144,0.0582,start,0,1500,VIDE,0.0,0.0,0.0,0.000195,-0.698132,0.0,1,0,535.558,18.845,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00019,0.09981,0.0
16,2026-04-24T08:47:55.729Z,S20260424_094754,SC01,AUTO,,1.5773,0.063,start,0,1500,VIDE,0.0,0.0,0.0,0.000155,-0.698132,-0.0,1,0,513.623,19.031,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00015,0.09985,0.0
17,2026-04-24T08:47:55.789Z,S20260424_094754,SC01,AUTO,,1.6377,0.0605,start,0,1500,VIDE,0.0,0.0,0.0,0.000139,-0.698132,0.0,1,0,496.776,20.14,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00014,0.09986,0.0
