row_id,wall_time_utc,session_id,scenario_id,execution_mode,scenario_time_s,program_time_s,sample_dt_s,phase,scenario_started,vehicle_mass_kg,mass_label,steer_cmd_deg,throttle_cmd,brake_cmd,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_ms,jitter_ms,steer_ref_deg,throttle_ref,brake_ref,speed_min_mps,speed_max_mps,tol_steer_deg,tol_throttle,tol_brake,speed_in_corridor,e_speed_low,e_speed_high,e_steer_actual
1,2026-04-27T08:07:36.192Z,S20260427_090735,SC01,AUTO,,1.0168,1.0119,start,0,1500,VIDE,0.0,0.0,0.0,0.000827,-0.698132,-8.8e-05,1,0,60.8,4.866,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00083,0.09917,0.0
2,2026-04-27T08:07:36.244Z,S20260427_090735,SC01,AUTO,,1.0693,0.0526,start,0,1500,VIDE,0.0,0.0,0.0,0.000508,-0.698132,-8.3e-05,1,0,117.533,0.486,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00051,0.09949,0.0
3,2026-04-27T08:07:36.306Z,S20260427_090735,SC01,AUTO,,1.1311,0.0617,start,0,1500,VIDE,0.0,0.0,0.0,0.000572,-0.698132,2.3e-05,1,0,179.064,0.514,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00057,0.09943,0.0
4,2026-04-27T08:07:36.369Z,S20260427_090735,SC01,AUTO,,1.1939,0.0628,start,0,1500,VIDE,0.0,0.0,0.0,0.000568,-0.698132,4.7e-05,1,0,243.774,0.46,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00057,0.09943,0.0
5,2026-04-27T08:07:36.435Z,S20260427_090735,SC01,AUTO,,1.2601,0.0662,start,0,1500,VIDE,0.0,0.0,0.0,0.000612,-0.698132,-1e-06,1,0,309.385,0.597,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00061,0.09939,0.0
6,2026-04-27T08:07:36.496Z,S20260427_090735,SC01,AUTO,,1.3213,0.0612,start,0,1500,VIDE,0.0,0.0,0.0,0.000599,-0.698132,-2e-06,1,0,369.559,0.091,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.0006,0.0994,0.0
7,2026-04-27T08:07:36.558Z,S20260427_090735,SC01,AUTO,,1.3829,0.0616,start,0,1500,VIDE,0.0,0.0,0.0,0.000593,-0.698132,5e-06,1,0,361.016,0.379,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00059,0.09941,0.0
8,2026-04-27T08:07:36.620Z,S20260427_090735,SC01,AUTO,,1.4453,0.0623,start,0,1500,VIDE,0.0,0.0,0.0,0.000582,-0.698132,-0.0,1,0,423.076,0.301,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00058,0.09942,0.0
9,2026-04-27T08:07:36.682Z,S20260427_090735,SC01,AUTO,,1.5069,0.0616,start,0,1500,VIDE,0.0,0.0,0.0,0.000556,-0.698132,-0.0,1,0,454.302,0.267,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00056,0.09944,0.0
10,2026-04-27T08:07:36.745Z,S20260427_090735,SC01,AUTO,,1.5698,0.0629,start,0,1500,VIDE,0.0,0.0,0.0,0.00046,-0.698132,0.0,1,0,412.366,23.956,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00046,0.09954,0.0
11,2026-04-27T08:07:36.806Z,S20260427_090735,SC01,AUTO,,1.6308,0.061,start,0,1500,VIDE,0.0,0.0,0.0,0.000366,-0.698132,0.0,1,0,373.99,19.468,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00037,0.09963,0.0
12,2026-04-27T08:07:36.868Z,S20260427_090735,SC01,AUTO,,1.6933,0.0625,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
13,2026-04-27T08:07:36.933Z,S20260427_090735,SC01,AUTO,,1.7578,0.0645,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
14,2026-04-27T08:07:36.994Z,S20260427_090735,SC01,AUTO,,1.8185,0.0607,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
15,2026-04-27T08:07:37.057Z,S20260427_090735,SC01,AUTO,,1.8815,0.063,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
16,2026-04-27T08:07:37.119Z,S20260427_090735,SC01,AUTO,,1.9438,0.0623,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
17,2026-04-27T08:07:37.181Z,S20260427_090735,SC01,AUTO,,2.006,0.0622,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
18,2026-04-27T08:07:37.249Z,S20260427_090735,SC01,AUTO,,2.0742,0.0682,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
19,2026-04-27T08:07:37.309Z,S20260427_090735,SC01,AUTO,,2.1336,0.0594,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
20,2026-04-27T08:07:37.368Z,S20260427_090735,SC01,AUTO,,2.1932,0.0596,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
21,2026-04-27T08:07:37.444Z,S20260427_090735,SC01,AUTO,,2.2689,0.0758,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,0.0,1,0,387.922,13.932,0.0,0.0,0.0,0.0,0.1,2.0,1.0,0.05,1,0.00035,0.09965,0.0
