timestamp_s,session_id,scenario_id,phase,steer_in_deg,throttle_in,brake_in,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_s,jitter_s,steer_ref_deg,throttle_ref,brake_ref,speed_ref_mps,tol_steer_deg,tol_throttle,tol_brake,tol_speed_mps,e_steer_deg,e_throttle,e_brake,e_speed_mps
0.6,S20260416_140847,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6981316804885864,7.377814522642253e-20,3,0,0.548423800006276,0.0006844000017736107,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.629,S20260416_140847,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6981316804885864,1.7253948432211638e-19,3,0,0.6160163000167813,0.06759250001050532,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.693,S20260416_140847,SC01,start,0.0,0.0,0.0,5.431180625237175e-07,-0.6981316804885864,6.70802927094094e-11,2,0,0.07373492085025646,0.0029752000118605793,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,5.431180625237175e-07
0.76,S20260416_140847,SC01,start,0.0,0.0,0.0,2.4930543077061884e-05,-0.6981316804885864,-3.1614050266526306e-10,2,0,0.13987042085500434,0.00045369999133981764,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,2.4930543077061884e-05
0.823,S20260416_140847,SC01,start,0.0,0.0,0.0,0.0008951585041359067,-0.6981316804885864,4.277673254136048e-14,1,0,0.1607107844320126,0.005772289208834991,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.0008951585041359067
0.879,S20260416_140847,SC01,start,0.0,0.0,0.0,0.0024271919392049313,-0.6981316804885864,-1.0797324855019619e-15,1,0,0.1388880202139262,0.018043793184915558,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.0024271919392049313
0.942,S20260416_140847,SC01,start,0.0,0.0,0.0,0.00393707025796175,-0.6981316804885864,2.5784363187756666e-16,1,0,0.149321329430677,0.025582945032510906,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.00393707025796175
1.196,S20260416_140847,SC01,start,0.0,0.0,0.0,0.006117204669862986,-0.6981316804885864,-3.7829136625254845e-17,1,0,0.1774150775745511,0.0007241000130306929,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.006117204669862986
1.256,S20260416_140847,SC01,start,0.0,0.0,0.0,0.006086013745516539,-0.6981316804885864,8.883778827243138e-17,1,0,0.022057582740671933,0.20714269482414238,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.006086013745516539
1.319,S20260416_140847,SC01,start,0.0,0.0,0.0,0.006086013745516539,-0.6981316804885864,8.883778827243138e-17,1,0,0.022057582740671933,0.20714269482414238,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.006086013745516539
