timestamp_s,session_id,scenario_id,phase,steer_in_deg,throttle_in,brake_in,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_s,jitter_s,steer_ref_deg,throttle_ref,brake_ref,speed_ref_mps,tol_steer_deg,tol_throttle,tol_brake,tol_speed_mps,e_steer_deg,e_throttle,e_brake,e_speed_mps
0.591,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.715383699450876e-20,5,1,0.04212867034948431,0.04212867034948431,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.643,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.710231915198319e-20,5,1,0.04419210125342943,0.048968569113640115,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.699,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.644904033852237e-20,5,1,0.0249606873258017,6.200018106028438e-06,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.754,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.747618540181155e-20,5,1,0.05220690806163475,0.027634479250991717,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.812,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.609530430438231e-20,5,1,0.029703610693104565,0.02312820707447827,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.876,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.6630923138056e-20,5,1,0.06394101557089016,0.0012938999861944467,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
0.947,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.711577376163425e-20,5,1,0.03026457311352715,0.04341223993105814,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.021,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.676554032040047e-20,5,1,0.07023582718102261,0.03315664594992995,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.065,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.673108307800881e-20,5,1,0.03878564789192751,0.03659568080911413,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.132,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.692472088952864e-20,5,1,0.06479601573664695,0.04361603216966614,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.196,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.559302472680362e-20,5,1,0.028164154500700533,0.00052299999515526,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.266,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.710262288236436e-20,5,1,0.028450945246731862,0.038153303758008406,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.334,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.639597153234826e-20,5,1,0.03311578562716022,6.599992047995329e-06,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.397,S20260416_145553,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6597760915756226,-7.554541660514208e-20,5,1,0.03090979572152719,6.89999433234334e-06,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
