row_id,wall_time_utc,session_id,scenario_id,execution_mode,scenario_time_s,program_time_s,sample_dt_s,phase,scenario_started,steer_cmd_deg,throttle_cmd,brake_cmd,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_ms,jitter_ms,steer_ref_deg,throttle_ref,brake_ref,speed_ref_mps,tol_steer_deg,tol_throttle,tol_brake,tol_speed_mps,e_speed_actual,e_steer_actual,speed_in_tol
421,2026-04-21T10:04:16.672Z,S20260421_110349,SC01,AUTO,,27.5134,0.0642,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
422,2026-04-21T10:04:16.737Z,S20260421_110349,SC01,AUTO,,27.5783,0.0648,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
423,2026-04-21T10:04:16.800Z,S20260421_110349,SC01,AUTO,,27.6412,0.0629,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
424,2026-04-21T10:04:16.848Z,S20260421_110349,SC01,AUTO,,27.6896,0.0484,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
425,2026-04-21T10:04:16.910Z,S20260421_110349,SC01,AUTO,,27.7513,0.0617,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
426,2026-04-21T10:04:16.976Z,S20260421_110349,SC01,AUTO,,27.8171,0.0658,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
427,2026-04-21T10:04:17.040Z,S20260421_110349,SC01,AUTO,,27.8814,0.0642,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
428,2026-04-21T10:04:17.104Z,S20260421_110349,SC01,AUTO,,27.9452,0.0638,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
429,2026-04-21T10:04:17.160Z,S20260421_110349,SC01,AUTO,,28.001,0.0558,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
430,2026-04-21T10:04:17.232Z,S20260421_110349,SC01,AUTO,,28.0731,0.0721,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
431,2026-04-21T10:04:17.296Z,S20260421_110349,SC01,AUTO,,28.1373,0.0642,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
432,2026-04-21T10:04:17.361Z,S20260421_110349,SC01,AUTO,,28.2023,0.0649,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
433,2026-04-21T10:04:17.423Z,S20260421_110349,SC01,AUTO,,28.2642,0.0619,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
434,2026-04-21T10:04:17.472Z,S20260421_110349,SC01,AUTO,,28.3137,0.0496,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
435,2026-04-21T10:04:17.537Z,S20260421_110349,SC01,AUTO,,28.378,0.0643,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
436,2026-04-21T10:04:17.601Z,S20260421_110349,SC01,AUTO,,28.4422,0.0642,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
437,2026-04-21T10:04:17.664Z,S20260421_110349,SC01,AUTO,,28.5055,0.0633,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
438,2026-04-21T10:04:17.729Z,S20260421_110349,SC01,AUTO,,28.5699,0.0644,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
439,2026-04-21T10:04:17.793Z,S20260421_110349,SC01,AUTO,,28.634,0.0641,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
440,2026-04-21T10:04:17.856Z,S20260421_110349,SC01,AUTO,,28.6974,0.0635,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
441,2026-04-21T10:04:17.920Z,S20260421_110349,SC01,AUTO,,28.7614,0.064,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
442,2026-04-21T10:04:17.984Z,S20260421_110349,SC01,AUTO,,28.8254,0.064,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
443,2026-04-21T10:04:18.048Z,S20260421_110349,SC01,AUTO,,28.8891,0.0636,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
444,2026-04-21T10:04:18.111Z,S20260421_110349,SC01,AUTO,,28.9524,0.0633,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
445,2026-04-21T10:04:18.160Z,S20260421_110349,SC01,AUTO,,29.0014,0.049,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
446,2026-04-21T10:04:18.223Z,S20260421_110349,SC01,AUTO,,29.0638,0.0624,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
447,2026-04-21T10:04:18.286Z,S20260421_110349,SC01,AUTO,,29.1277,0.0639,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
448,2026-04-21T10:04:18.350Z,S20260421_110349,SC01,AUTO,,29.1909,0.0632,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
449,2026-04-21T10:04:18.413Z,S20260421_110349,SC01,AUTO,,29.2544,0.0635,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
450,2026-04-21T10:04:18.476Z,S20260421_110349,SC01,AUTO,,29.3174,0.063,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
451,2026-04-21T10:04:18.537Z,S20260421_110349,SC01,AUTO,,29.3779,0.0606,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
452,2026-04-21T10:04:18.599Z,S20260421_110349,SC01,AUTO,,29.4402,0.0622,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
453,2026-04-21T10:04:18.661Z,S20260421_110349,SC01,AUTO,,29.5026,0.0625,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
454,2026-04-21T10:04:18.725Z,S20260421_110349,SC01,AUTO,,29.5661,0.0634,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
455,2026-04-21T10:04:18.787Z,S20260421_110349,SC01,AUTO,,29.6285,0.0625,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
456,2026-04-21T10:04:18.848Z,S20260421_110349,SC01,AUTO,,29.6893,0.0608,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
457,2026-04-21T10:04:18.910Z,S20260421_110349,SC01,AUTO,,29.7513,0.062,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
458,2026-04-21T10:04:18.973Z,S20260421_110349,SC01,AUTO,,29.8143,0.063,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
459,2026-04-21T10:04:19.035Z,S20260421_110349,SC01,AUTO,,29.8766,0.0623,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
460,2026-04-21T10:04:19.105Z,S20260421_110349,SC01,AUTO,,29.9462,0.0696,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
461,2026-04-21T10:04:19.168Z,S20260421_110349,SC01,AUTO,,30.0091,0.0629,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
462,2026-04-21T10:04:19.233Z,S20260421_110349,SC01,AUTO,,30.0743,0.0652,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
463,2026-04-21T10:04:19.296Z,S20260421_110349,SC01,AUTO,,30.1375,0.0632,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
464,2026-04-21T10:04:19.360Z,S20260421_110349,SC01,AUTO,,30.2013,0.0638,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
465,2026-04-21T10:04:19.423Z,S20260421_110349,SC01,AUTO,,30.2645,0.0632,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
466,2026-04-21T10:04:19.473Z,S20260421_110349,SC01,AUTO,,30.3137,0.0493,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
467,2026-04-21T10:04:19.536Z,S20260421_110349,SC01,AUTO,,30.3776,0.0638,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
468,2026-04-21T10:04:19.600Z,S20260421_110349,SC01,AUTO,,30.4415,0.0639,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
469,2026-04-21T10:04:19.665Z,S20260421_110349,SC01,AUTO,,30.5059,0.0645,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
470,2026-04-21T10:04:19.729Z,S20260421_110349,SC01,AUTO,,30.5698,0.0639,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
471,2026-04-21T10:04:19.793Z,S20260421_110349,SC01,AUTO,,30.6339,0.0641,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
472,2026-04-21T10:04:19.857Z,S20260421_110349,SC01,AUTO,,30.698,0.064,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
473,2026-04-21T10:04:19.917Z,S20260421_110349,SC01,AUTO,,30.7584,0.0604,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
474,2026-04-21T10:04:19.981Z,S20260421_110349,SC01,AUTO,,30.8218,0.0634,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
475,2026-04-21T10:04:20.042Z,S20260421_110349,SC01,AUTO,,30.8836,0.0618,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
476,2026-04-21T10:04:20.103Z,S20260421_110349,SC01,AUTO,,30.9445,0.061,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
477,2026-04-21T10:04:20.161Z,S20260421_110349,SC01,AUTO,,31.0022,0.0577,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
478,2026-04-21T10:04:20.224Z,S20260421_110349,SC01,AUTO,,31.0653,0.0631,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
479,2026-04-21T10:04:20.288Z,S20260421_110349,SC01,AUTO,,31.1292,0.0638,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
480,2026-04-21T10:04:20.352Z,S20260421_110349,SC01,AUTO,,31.1933,0.0642,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
481,2026-04-21T10:04:20.416Z,S20260421_110349,SC01,AUTO,,31.2575,0.0641,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
482,2026-04-21T10:04:20.480Z,S20260421_110349,SC01,AUTO,,31.3217,0.0642,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
483,2026-04-21T10:04:20.542Z,S20260421_110349,SC01,AUTO,,31.383,0.0613,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
484,2026-04-21T10:04:20.604Z,S20260421_110349,SC01,AUTO,,31.4454,0.0624,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
485,2026-04-21T10:04:20.667Z,S20260421_110349,SC01,AUTO,,31.5082,0.0629,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
486,2026-04-21T10:04:20.729Z,S20260421_110349,SC01,AUTO,,31.5701,0.0619,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
487,2026-04-21T10:04:20.790Z,S20260421_110349,SC01,AUTO,,31.6314,0.0612,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
488,2026-04-21T10:04:20.848Z,S20260421_110349,SC01,AUTO,,31.6895,0.0581,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
489,2026-04-21T10:04:20.912Z,S20260421_110349,SC01,AUTO,,31.7532,0.0637,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
490,2026-04-21T10:04:20.977Z,S20260421_110349,SC01,AUTO,,31.8183,0.065,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
491,2026-04-21T10:04:21.040Z,S20260421_110349,SC01,AUTO,,31.8813,0.0631,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
492,2026-04-21T10:04:21.102Z,S20260421_110349,SC01,AUTO,,31.9433,0.0619,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
493,2026-04-21T10:04:21.165Z,S20260421_110349,SC01,AUTO,,32.0061,0.0629,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
494,2026-04-21T10:04:21.226Z,S20260421_110349,SC01,AUTO,,32.0676,0.0614,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
495,2026-04-21T10:04:21.289Z,S20260421_110349,SC01,AUTO,,32.1302,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
496,2026-04-21T10:04:21.351Z,S20260421_110349,SC01,AUTO,,32.1922,0.0619,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
497,2026-04-21T10:04:21.414Z,S20260421_110349,SC01,AUTO,,32.2553,0.0632,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
498,2026-04-21T10:04:21.477Z,S20260421_110349,SC01,AUTO,,32.3178,0.0625,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
499,2026-04-21T10:04:21.537Z,S20260421_110349,SC01,AUTO,,32.3782,0.0604,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
500,2026-04-21T10:04:21.600Z,S20260421_110349,SC01,AUTO,,32.4413,0.063,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
501,2026-04-21T10:04:21.664Z,S20260421_110349,SC01,AUTO,,32.5056,0.0644,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
502,2026-04-21T10:04:21.727Z,S20260421_110349,SC01,AUTO,,32.5684,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
503,2026-04-21T10:04:21.790Z,S20260421_110349,SC01,AUTO,,32.6311,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
504,2026-04-21T10:04:21.853Z,S20260421_110349,SC01,AUTO,,32.6945,0.0634,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
505,2026-04-21T10:04:21.917Z,S20260421_110349,SC01,AUTO,,32.7578,0.0632,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
506,2026-04-21T10:04:21.979Z,S20260421_110349,SC01,AUTO,,32.8199,0.0622,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
507,2026-04-21T10:04:22.041Z,S20260421_110349,SC01,AUTO,,32.8826,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
508,2026-04-21T10:04:22.103Z,S20260421_110349,SC01,AUTO,,32.9442,0.0616,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
509,2026-04-21T10:04:22.160Z,S20260421_110349,SC01,AUTO,,33.0015,0.0573,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
510,2026-04-21T10:04:22.225Z,S20260421_110349,SC01,AUTO,,33.0659,0.0644,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
511,2026-04-21T10:04:22.288Z,S20260421_110349,SC01,AUTO,,33.1293,0.0634,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
512,2026-04-21T10:04:22.351Z,S20260421_110349,SC01,AUTO,,33.1927,0.0635,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
513,2026-04-21T10:04:22.414Z,S20260421_110349,SC01,AUTO,,33.2554,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
514,2026-04-21T10:04:22.477Z,S20260421_110349,SC01,AUTO,,33.3181,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
515,2026-04-21T10:04:22.538Z,S20260421_110349,SC01,AUTO,,33.3793,0.0612,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
516,2026-04-21T10:04:22.600Z,S20260421_110349,SC01,AUTO,,33.4414,0.0621,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
517,2026-04-21T10:04:22.663Z,S20260421_110349,SC01,AUTO,,33.5047,0.0633,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
518,2026-04-21T10:04:22.726Z,S20260421_110349,SC01,AUTO,,33.5671,0.0625,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
519,2026-04-21T10:04:22.788Z,S20260421_110349,SC01,AUTO,,33.6294,0.0623,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
520,2026-04-21T10:04:22.849Z,S20260421_110349,SC01,AUTO,,33.6898,0.0604,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
521,2026-04-21T10:04:22.912Z,S20260421_110349,SC01,AUTO,,33.7534,0.0636,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
522,2026-04-21T10:04:22.976Z,S20260421_110349,SC01,AUTO,,33.8172,0.0637,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
523,2026-04-21T10:04:23.039Z,S20260421_110349,SC01,AUTO,,33.8798,0.0627,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
524,2026-04-21T10:04:23.100Z,S20260421_110349,SC01,AUTO,,33.9416,0.0617,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
525,2026-04-21T10:04:23.162Z,S20260421_110349,SC01,AUTO,,34.003,0.0614,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
526,2026-04-21T10:04:23.224Z,S20260421_110349,SC01,AUTO,,34.0651,0.0621,start,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.05,0.8,0.0,0.0,1
