timestamp_s,session_id,scenario_id,phase,steer_in_deg,throttle_in,brake_in,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_s,jitter_s,steer_ref_deg,throttle_ref,brake_ref,speed_ref_mps,tol_steer_deg,tol_throttle,tol_brake,tol_speed_mps,e_steer_deg,e_throttle,e_brake,e_speed_mps
1.19,S20260416_104344,SC01,start,0.0,0.0,0.0,1.0398968015579158e-06,-0.6981316804885864,-5.180650270995512e-19,1,0,0.05919182163779624,0.013363499980187044,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,1.0398968015579158e-06
1.471,S20260416_104344,SC01,start,0.0,0.0,0.0,0.009864549152553082,-0.6981316804885864,6.763381900972559e-15,2,0,0.30707442163839005,0.0004853999998886138,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.009864549152553082
1.534,S20260416_104344,SC01,start,0.0,0.0,0.0,0.011459272354841232,-0.6981316804885864,5.3295486682994764e-15,2,0,0.41155222165980376,0.10447780002141371,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.011459272354841232
1.6,S20260416_104344,SC01,start,0.0,0.0,0.0,0.018927542492747307,-0.6981316804885864,2.712048250905208e-13,1,0,0.10071428181254305,0.020655034517403692,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.018927542492747307
1.661,S20260416_104344,SC01,start,0.0,0.0,0.0,0.02447856217622757,-0.6981316804885864,-1.6790033447768027e-13,1,0,0.053526212548604235,0.018880978605011478,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.02447856217622757
1.724,S20260416_104344,SC01,start,0.0,0.0,0.0,0.02733822539448738,-0.6981316804885864,-2.2231733598152004e-13,1,0,0.024325881036929786,0.020158965431619436,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.02733822539448738
1.787,S20260416_104344,SC01,start,0.0,0.0,0.0,0.02815757878124714,-0.6981316804885864,-5.003247775391302e-14,1,0,0.05495459825033322,0.03561620000982657,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.02815757878124714
1.85,S20260416_104344,SC01,start,0.0,0.0,0.0,0.028265807777643204,-0.6981316804885864,1.450274396289173e-14,1,0,0.029235493682790548,0.023375306074740365,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.028265807777643204
1.911,S20260416_104344,SC01,start,0.0,0.0,0.0,0.02739502117037773,-0.6981316804885864,-1.4279955874797246e-15,1,0,0.023627706919796765,0.01355918511399068,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.02739502117037773
1.973,S20260416_104344,SC01,start,0.0,0.0,0.0,0.0257685836404562,-0.6981316804885864,-5.381035565998329e-15,1,0,0.03426571059389971,0.01780034846160561,0.0,0.0,0.0,0.0,2.0,0.05,0.05,0.5,0.0,0.0,0.0,0.0257685836404562
2.04,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.023668410256505013,-0.6981316804885864,2.2538662635798235e-16,1,0,0.024608320352854207,0.01969856151845306,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.976331589743495
2.096,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.02251216396689415,-0.6981316804885864,-9.253152028439507e-16,1,0,0.022995742736384273,0.019610556279076263,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.977487836033106
2.16,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.020102184265851974,-0.6981316804885864,6.216683437529466e-16,1,0,0.01632580513251014,0.02005661919247359,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.979897815734148
2.224,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.01768171787261963,-0.6981316804885864,2.864810482006261e-16,1,0,0.031438918435014784,0.0195190625381656,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9823182821273804
2.286,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.01650247909128666,-0.6981316804885864,2.5313891972094066e-16,1,0,0.03177010110812262,0.0202431375219021,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9834975209087133
2.349,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.014254960231482983,-0.6981316804885864,3.769066328199102e-17,1,0,0.027427325840108097,0.01729543603141792,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.985745039768517
2.411,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.012196803465485573,-0.6981316804885864,5.717247400839913e-16,1,0,0.018677945423405617,0.01982547968509607,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9878031965345144
2.473,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.011247877962887287,-0.6981316804885864,1.3559435768544848e-16,1,0,0.03192042373120785,0.021171921689528972,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9887521220371127
2.534,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.009516861289739609,-0.6981316804885864,-9.24923026589372e-16,1,0,0.03643930476391688,0.019425657985266298,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9904831387102604
2.596,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.00873437337577343,-0.6981316804885864,1.7406303661136034e-15,1,0,0.0343598389881663,0.019626777881057933,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9912656266242266
2.659,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.007329223677515984,-0.6981316804885864,8.23675749035967e-16,1,0,0.03127601178130135,0.019050771952606738,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.992670776322484
2.722,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.006123620085418224,-0.6981316804885864,-1.8025684327717124e-16,1,0,0.018633942294400185,0.02010566386161372,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9938763799145818
2.784,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.005097975488752127,-0.6981316804885864,2.608982709133821e-16,1,0,0.0256265033967793,0.01911684646620415,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.994902024511248
2.849,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.00464607635512948,-0.6981316804885864,-6.214298907434047e-17,1,0,0.02184341853717342,0.018517093412810937,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9953539236448705
2.909,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.0038510404992848635,-0.6981316804885864,1.4087440373660717e-16,1,0,0.03512878107721917,0.019849727483233437,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.996148959500715
2.975,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.003502864623442292,-0.6981316804885864,-2.0844596741289635e-16,1,0,0.03313372563570738,0.020162370637990534,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9964971353765577
3.035,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.002893345430493355,-0.6981316804885864,4.262077553809282e-17,1,0,0.029431867791572586,0.018433036224450916,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9971066545695066
3.103,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.002385177416726947,-0.6981316804885864,-2.1991755961068795e-16,1,0,0.024532465875381604,0.019408447929890826,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.997614822583273
3.163,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.002164161531254649,-0.6981316804885864,-2.277415632398065e-16,1,0,0.023589012795127928,0.019327892368892208,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9978358384687454
3.226,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.0017794861923903227,-0.6981316804885864,-2.0875059487144248e-16,1,0,0.02205592708196491,0.01944082698901184,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9982205138076097
3.29,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.0014609785284847021,-0.6981316804885864,-1.901818856621745e-16,1,0,0.03829035838134587,0.0189474965154659,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9985390214715153
3.346,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.0013230926124379039,-0.6981316804885864,-3.2212408212452376e-17,1,0,0.03519516423693858,0.019436202972428873,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.998676907387562
3.408,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.001084068208001554,-0.6981316804885864,-1.5696331811366977e-16,1,0,0.033519858319777995,0.018251400615554303,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9989159317919984
3.471,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.0009808148024603724,-0.6981316804885864,3.931885995714141e-18,1,0,0.03124895560904406,0.018804764637025073,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.9990191851975396
3.536,S20260416_104344,SC01,accel_1,0.0,0.0,0.0,0.0008021672256290913,-0.6981316804885864,-1.240871636340926e-16,1,0,0.027058013190981,0.017317777819698676,0.0,0.12,0.0,3.0,2.0,0.05,0.05,0.5,0.0,-0.12,0.0,-2.999197832774371
