row_id,wall_time_utc,session_id,scenario_id,execution_mode,scenario_time_s,program_time_s,sample_dt_s,phase,scenario_started,vehicle_mass_kg,mass_label,steer_cmd_deg,throttle_cmd,brake_cmd,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_ms,jitter_ms,steer_ref_deg,throttle_ref,brake_ref,speed_min_mps,speed_max_mps,tol_steer_deg,tol_throttle,tol_brake,speed_in_corridor,e_speed_low,e_speed_high,e_steer_actual
1,2026-04-24T08:42:32.887Z,S20260424_094231,SC01,AUTO,,0.9599,0.9529,start,0,1500,VIDE,0.0,0.0,0.0,0.0,-0.698132,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.0,0.2,0.0
2,2026-04-24T08:42:32.948Z,S20260424_094231,SC01,AUTO,,1.0202,0.0605,start,0,1500,VIDE,0.0,0.0,0.0,0.00112,-0.698132,8.3e-05,1,0,39.922,0.61,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00112,0.19888,0.0
3,2026-04-24T08:42:33.010Z,S20260424_094231,SC01,AUTO,,1.0821,0.0619,start,0,1500,VIDE,0.0,0.0,0.0,0.001278,-0.698132,-4e-06,1,0,100.95,0.6,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00128,0.19872,0.0
4,2026-04-24T08:42:33.070Z,S20260424_094231,SC01,AUTO,,1.1429,0.0607,start,0,1500,VIDE,0.0,0.0,0.0,0.001397,-0.698132,4.2e-05,1,0,162.321,2.94,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.0014,0.1986,0.0
5,2026-04-24T08:42:33.136Z,S20260424_094231,SC01,AUTO,,1.2085,0.0657,start,0,1500,VIDE,0.0,0.0,0.0,0.001366,-0.698132,-2e-06,1,0,227.449,0.355,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00137,0.19863,0.0
6,2026-04-24T08:42:33.200Z,S20260424_094231,SC01,AUTO,,1.2729,0.0643,start,0,1500,VIDE,0.0,0.0,0.0,0.001362,-0.698132,5e-06,1,0,264.671,0.418,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00136,0.19864,0.0
7,2026-04-24T08:42:33.257Z,S20260424_094231,SC01,AUTO,,1.3299,0.0572,start,0,1500,VIDE,0.0,0.0,0.0,0.001345,-0.698132,1e-06,1,0,328.674,0.428,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00134,0.19866,0.0
8,2026-04-24T08:42:33.322Z,S20260424_094231,SC01,AUTO,,1.3942,0.0642,start,0,1500,VIDE,0.0,0.0,0.0,0.001322,-0.698132,-0.0,1,0,392.846,0.51,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00132,0.19868,0.0
9,2026-04-24T08:42:33.386Z,S20260424_094231,SC01,AUTO,,1.4586,0.0644,start,0,1500,VIDE,0.0,0.0,0.0,0.001289,-0.698132,-0.0,1,0,436.189,0.734,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00129,0.19871,0.0
10,2026-04-24T08:42:33.446Z,S20260424_094231,SC01,AUTO,,1.5184,0.0598,start,0,1500,VIDE,0.0,0.0,0.0,0.001128,-0.698132,0.0,1,0,427.186,1.214,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00113,0.19887,0.0
