row_id,wall_time_utc,session_id,scenario_id,execution_mode,scenario_time_s,program_time_s,sample_dt_s,phase,scenario_started,vehicle_mass_kg,mass_label,steer_cmd_deg,throttle_cmd,brake_cmd,speed_mps,yaw_rad,yaw_rate_rps,mode_id,fault_flag,rtt_ms,jitter_ms,steer_ref_deg,throttle_ref,brake_ref,speed_min_mps,speed_max_mps,tol_steer_deg,tol_throttle,tol_brake,speed_in_corridor,e_speed_low,e_speed_high,e_steer_actual
1,2026-04-24T13:42:42.659Z,S20260424_144242,SC01,AUTO,,0.6418,0.6357,start,0,1500,VIDE,0.0,0.0,0.0,0.000245,-0.698132,-3.7e-05,1,0,72.469,0.956,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00024,0.19976,0.0
2,2026-04-24T13:42:42.712Z,S20260424_144242,SC01,AUTO,,0.6939,0.0522,start,0,1500,VIDE,0.0,0.0,0.0,0.000471,-0.698132,-6e-06,1,0,49.252,2.412,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00047,0.19953,0.0
3,2026-04-24T13:42:42.777Z,S20260424_144242,SC01,AUTO,,0.759,0.0652,start,0,1500,VIDE,0.0,0.0,0.0,0.000442,-0.698132,8.2e-05,1,0,113.427,0.097,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00044,0.19956,0.0
4,2026-04-24T13:42:42.837Z,S20260424_144242,SC01,AUTO,,0.8193,0.0603,start,0,1500,VIDE,0.0,0.0,0.0,0.000385,-0.698132,4.6e-05,1,0,173.433,0.337,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00038,0.19962,0.0
5,2026-04-24T13:42:42.904Z,S20260424_144242,SC01,AUTO,,0.8867,0.0673,start,0,1500,VIDE,0.0,0.0,0.0,0.000364,-0.698132,1.2e-05,1,0,242.001,0.623,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00036,0.19964,0.0
6,2026-04-24T13:42:42.960Z,S20260424_144242,SC01,AUTO,,0.9426,0.056,start,0,1500,VIDE,0.0,0.0,0.0,0.000353,-0.698132,2e-06,1,0,298.514,0.451,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00035,0.19965,0.0
7,2026-04-24T13:42:43.026Z,S20260424_144242,SC01,AUTO,,1.0083,0.0657,start,0,1500,VIDE,0.0,0.0,0.0,0.000359,-0.698132,-4e-06,1,0,363.98,0.62,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00036,0.19964,0.0
8,2026-04-24T13:42:43.090Z,S20260424_144242,SC01,AUTO,,1.0728,0.0645,start,0,1500,VIDE,0.0,0.0,0.0,0.000356,-0.698132,-3e-06,1,0,412.268,0.588,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00036,0.19964,0.0
9,2026-04-24T13:42:43.152Z,S20260424_144242,SC01,AUTO,,1.1344,0.0616,start,0,1500,VIDE,0.0,0.0,0.0,0.00035,-0.698132,-1e-06,1,0,474.053,0.429,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00035,0.19965,0.0
10,2026-04-24T13:42:43.217Z,S20260424_144242,SC01,AUTO,,1.1989,0.0645,start,0,1500,VIDE,0.0,0.0,0.0,0.000336,-0.698132,-0.0,1,0,516.495,0.26,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00034,0.19966,0.0
11,2026-04-24T13:42:43.277Z,S20260424_144242,SC01,AUTO,,1.2595,0.0605,start,0,1500,VIDE,0.0,0.0,0.0,0.000311,-0.698132,-0.0,1,0,515.021,0.672,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00031,0.19969,0.0
12,2026-04-24T13:42:43.337Z,S20260424_144242,SC01,AUTO,,1.3193,0.0598,start,0,1500,VIDE,0.0,0.0,0.0,0.000248,-0.698132,0.0,1,0,474.99,19.013,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00025,0.19975,0.0
13,2026-04-24T13:42:43.405Z,S20260424_144242,SC01,AUTO,,1.3871,0.0678,start,0,1500,VIDE,0.0,0.0,0.0,0.000221,-0.698132,0.0,1,0,459.685,18.517,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00022,0.19978,0.0
14,2026-04-24T13:42:43.461Z,S20260424_144242,SC01,AUTO,,1.4436,0.0566,start,0,1500,VIDE,0.0,0.0,0.0,0.000176,-0.698132,-0.0,1,0,410.589,19.892,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00018,0.19982,0.0
15,2026-04-24T13:42:43.526Z,S20260424_144242,SC01,AUTO,,1.5083,0.0647,start,0,1500,VIDE,0.0,0.0,0.0,0.00014,-0.698132,0.0,1,0,361.471,23.444,0.0,0.0,0.0,0.0,0.2,2.0,1.0,0.05,1,0.00014,0.19986,0.0
